,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_OVP,Alkaline_OVP,Neutral_OVP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_OER
0,10.1039/d1ta06566a,South Korea,Chonnam Natl Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2021-09-12,4,NaN,57.1,NaN,"Benefiting from the heteronanostructure containing abundant nanointerfaces, NiCo2O4/MoO2@ALD-NiO displays remarkable HER (57.1 mV at 10 mA cm(-2)) and OER (372.3 mV at 100 mA cm(-2)) activities and excellent long-term stability in a 1 M KOH solution","Normal,only alkaline.",1,1,0,Mo,Ni,O,None,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1039/c7ta01907f,Peoples R China,Chinese Acad Sci,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2017-05-17,60,NaN,68.0,NaN,The asdeposited Ni(OH)(2)@ Ni/CC exhibited remarkable catalytic performance for the HER in alkaline electrolytes with an overpotential of 68 mV needed to drive the current density of 10 mA cm(-2) and much better durability than Pt/C,"Normal,only alkaline.",0,0,0,C,Ni,O,Ru,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,10.1039/c7ta01907f,Peoples R China,Chinese Acad Sci,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2017-05-17,60,NaN,NaN,NaN,"These films can be employed as catalysts on both the anode and cathode for overall water splitting that approaches 10 mA cm(-2) at a cell voltage of 1.58 V, with catalytic stability exceeding those with RuO2 and Pt/C catalysts",No pH key word.10.1039/c7ta01907f,NaN,NaN,NaN,C,Ni,O,Ru,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,10.1186/s40580-017-0112-3,South Korea,Ulsan Natl Inst Sci & Technol,NANO CONVERGENCE,10.038,2017-01-01,39,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1186/s40580-017-0112-3,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.enconman.2019.112419,Peoples R China,Northwest Univ,ENERGY CONVERSION AND MANAGEMENT,11.533,2020-03-10,23,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.enconman.2019.112419,NaN,NaN,NaN,Ni,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d2ee01510b,South Korea,Korea Univ,ENERGY & ENVIRONMENTAL SCIENCE,39.714,2022-07-22,0,NaN,12.0,NaN,"These HER and OER electrodes exhibited extremely low overpotentials in alkaline media (12 mV at 10 mA cm(-2) for the HER and 186 mV at 50 mA cm(-2) for the OER), outperforming the conventional non-noble metal-based electrodes","Normal,only alkaline.",1,1,0,Co,Fe,Ni,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.ijhydene.2017.04.230,Peoples R China,Huazhong Univ Sci & Technol,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2017-05-25,40,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2017.04.230,NaN,NaN,NaN,C,Ni,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2015.02.102,India,Indira Gandhi Ctr Atom Res,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2015-05-28,31,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2015.02.102,NaN,NaN,NaN,O,P,Ti,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/chem.202101182,Peoples R China,Qingdao Univ Sci & Technol,CHEMISTRY-A EUROPEAN JOURNAL,5.02,2021-06-15,6,NaN,NaN,NaN,"WS2/Fe0.95S1.05-2 hybrid catalyst leads to enhanced HER activity, which shows a low overpotential of similar to 0.172 V at 10 mA cm(-2), low Tafel slope of similar to 53.47 mV/decade",No pH key word.10.1002/chem.202101182,NaN,NaN,NaN,Fe,S,W,None,None,None,None,None,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d0cy00303d,Peoples R China,Jilin Univ,CATALYSIS SCIENCE & TECHNOLOGY,6.177,2020-06-02,12,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d0cy00303d,NaN,NaN,NaN,O,None,None,None,None,None,None,None,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1515/pac-2021-0107,TX 77005 USA,Rice Univ,PURE AND APPLIED CHEMISTRY,2.32,2021-07-23,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1515/pac-2021-0107,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s11783-013-0584-2,Peoples R China,Beihang Univ,FRONTIERS OF ENVIRONMENTAL SCIENCE & ENGINEERING,6.048,2014-07-30,17,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s11783-013-0584-2,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jpowsour.2014.06.140,England,Univ Southampton,JOURNAL OF POWER SOURCES,9.794,2014-12-10,48,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jpowsour.2014.06.140,NaN,NaN,NaN,B,C,Ir,Na,Pd,None,None,None,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c8fd00183a,Taiwan,Natl Sun Yat Sen Univ,FARADAY DISCUSSIONS,4.394,2019-08-13,16,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c8fd00183a,NaN,NaN,NaN,Bi,Cu,I,O,V,None,None,None,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.cej.2021.128749,Peoples R China,Shenzhen Univ,CHEMICAL ENGINEERING JOURNAL,16.744,2021-04-30,25,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.cej.2021.128749,NaN,NaN,NaN,C,N,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1007/s10853-019-04092-5,Peoples R China,Qingdao Univ Sci & Technol,JOURNAL OF MATERIALS SCIENCE,4.682,2019-12-06,7,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s10853-019-04092-5,NaN,NaN,NaN,Cd,Mo,Se,None,None,None,None,None,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c9nj06204a,Peoples R China,Tarim Univ,NEW JOURNAL OF CHEMISTRY,3.925,2020-02-21,12,NaN,135.0,NaN,"The nanoarrays with a large external surface area show a low overpotential of 251 mV at 10 mA cm(-2) for the OER, 135 mV at -10 mA cm(-2) for the HER, and 395 mV at 10 mA cm(-2) for overall water splitting, as well as high durability under alkaline conditions.","Normal,only alkaline.",1,1,0,C,Co,Ni,None,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0,10.1039/c0ee00736f,France,Univ Grenoble 1,ENERGY & ENVIRONMENTAL SCIENCE,39.714,2011-07-01,72,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c0ee00736f,NaN,NaN,NaN,Fe,Mn,Ni,None,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s13204-018-0795-8,Saudi Arabia,King Saud Univ,APPLIED NANOSCIENCE,3.869,2018-12-28,23,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s13204-018-0795-8,NaN,NaN,NaN,Fe,O,None,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/jp076566s,Japan,Univ Tokyo,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,2007-11-29,242,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/jp076566s,NaN,NaN,NaN,Cd,S,None,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.susmat.2020.e00161,Peoples R China,Shanghai Univ,SUSTAINABLE MATERIALS AND TECHNOLOGIES,10.681,2020-05-21,19,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.susmat.2020.e00161,NaN,NaN,NaN,Mo,S,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s10904-019-01439-y,India,Banaras Hindu Univ,JOURNAL OF INORGANIC AND ORGANOMETALLIC POLYMERS AND MATERIALS,3.518,2020-03-02,3,NaN,NaN,NaN,The current density obtained for hydrogen evolution is - 10 mA cm(-2) at an over potential of 33 mV using these NPs.,No pH key word.10.1007/s10904-019-01439-y,NaN,NaN,NaN,Ag,Fe,O,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c9ra01743g,Peoples R China,Soochow Univ,RSC ADVANCES,4.036,2019-05-27,10,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c9ra01743g,NaN,NaN,NaN,C,Co,N,Ni,O,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/cplu.202200097,Peoples R China,Guangxi Minzu Univ,CHEMPLUSCHEM,3.21,2022-05-12,2,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/cplu.202200097,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.matchemphys.2018.05.063,Peoples R China,Jiangxi Univ Sci & Technol,MATERIALS CHEMISTRY AND PHYSICS,4.778,2018-09-03,38,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.matchemphys.2018.05.063,NaN,NaN,NaN,C,Mo,S,Si,None,None,None,None,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acs.jpclett.6b02479,Peoples R China,Chinese Acad Sci,JOURNAL OF PHYSICAL CHEMISTRY LETTERS,6.888,2017-01-11,31,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acs.jpclett.6b02479,NaN,NaN,NaN,Co,I,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/advs.201800406,Peoples R China,City Univ Hong Kong,ADVANCED SCIENCE,17.521,2018-12-28,97,NaN,55.0,NaN,"The self-supported Ni3N1-x/NF electrode can deliver a hydrogen evolution reaction (HER) activity competitive to commercial Pt/C catalyst in alkaline condition (i.e., an overpotential of 55 mV at 10 mA cm(-2) and a Tafel slope of 54 mV dec(-1)), which is much superior to the stoichiometric Ni3N, and is the best among all nitride-based HER electrocatalysts in alkaline media reported thus far","Normal,only alkaline.",0,0,1,N,Ni,None,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2018.09.195,Peoples R China,Northwest Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2018-12-28,85,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2018.09.195,NaN,NaN,NaN,C,N,Ni,P,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2021.120440,NaN,NaN,NaN,0,NaN,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apcatb.2021.120440,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d0nr01809k,Peoples R China,Chinese Acad Sci,NANOSCALE,8.307,2020-06-12,25,NaN,281.0,NaN,The as-synthesized CoSe@FeSe2 exhibits excellent OER activity with a low overpotential of 281 mV to drive a current density of 10 mA cm(-2) and a low Tafel slope of 34.3 mV dec(-1) in an alkaline electrolyte,"Normal,only alkaline.",1,0,0,Co,Fe,O,Se,None,None,None,None,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,10.3390/catal11030401,Greece,Natl & Kapodistrian Univ Athens,CATALYSTS,4.501,2021-04-24,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.3390/catal11030401,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/smll.202107997,Peoples R China,Univ Sci & Technol Beijing,SMALL,15.153,2022-04-29,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/smll.202107997,NaN,NaN,NaN,C,Ni,O,None,None,None,None,None,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1016/j.ijhydene.2021.01.056,Peoples R China,Chinese Acad Sci,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2021-04-16,6,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2021.01.056,NaN,NaN,NaN,C,F,Fe,Pd,Pt,S,None,None,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2020.08.222,Turkey,Siirt Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2021-02-03,16,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2020.08.222,NaN,NaN,NaN,B,C,Na,O,P,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c5cy01276g,India,Indian Inst Sci,CATALYSIS SCIENCE & TECHNOLOGY,6.177,2016-01-13,329,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c5cy01276g,NaN,NaN,NaN,C,O,None,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1073/pnas.1300808110,India,Indian Assoc Cultivat Sci,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,12.779,2013-07-31,77,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1073/pnas.1300808110,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d1sc05743j,Netherlands,Leiden Univa,CHEMICAL SCIENCE,9.969,2022-03-16,2,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d1sc05743j,NaN,NaN,NaN,Au,C,Np,O,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d0cp02541k,India,Maharaja Sayajirao Univ Baroda,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,3.945,2020-10-06,3,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d0cp02541k,NaN,NaN,NaN,Ge,Sb,None,None,None,None,None,None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.ijhydene.2022.02.009,Peoples R China,Nanjing Inst Technol,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2022-05-06,2,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2022.02.009,NaN,NaN,NaN,Cd,Ni,S,None,None,None,None,None,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.3390/catal8110523,Spain,Univ Basque Country,CATALYSTS,4.501,2018-12-28,14,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.3390/catal8110523,NaN,NaN,NaN,C,F,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2007.05.031,Japan,Tokyo Univ Agr & Technol,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2007-11-01,18,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2007.05.031,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2019.08.067,England,Univ Liverpool,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2019-11-21,15,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2019.08.067,NaN,NaN,NaN,C,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2021.128766,Peoples R China,South China Univ Technol,CHEMICAL ENGINEERING JOURNAL,16.744,2021-07-11,21,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.cej.2021.128766,NaN,NaN,NaN,Ag,C,Nb,O,None,None,None,None,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2019.117794,Peoples R China,Fuzhou Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2019-09-19,56,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apcatb.2019.117794,NaN,NaN,NaN,C,N,P,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1016/j.coelec.2022.101042,Germany,Free Univ Berlin,CURRENT OPINION IN ELECTROCHEMISTRY,7.664,2022-08-18,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.coelec.2022.101042,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s11120-022-00912-z,OK 74078 USA,Oklahoma State Univ,PHOTOSYNTHESIS RESEARCH,3.429,2022-04-24,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s11120-022-00912-z,NaN,NaN,NaN,Ca,Mn,O,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2021.119999,Peoples R China,Sun Yat Sen Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2021-03-25,11,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apcatb.2021.119999,NaN,NaN,NaN,Au,Cl,Cu,N,None,None,None,None,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1021/jp2120737,OH 43210 USA,Ohio State Univ,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,2012-04-11,248,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/jp2120737,NaN,NaN,NaN,Ca,Mn,O,None,None,None,None,None,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1016/j.envres.2022.112830,Peoples R China,Nanjing Agr Univ,ENVIRONMENTAL RESEARCH,8.431,2022-02-14,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.envres.2022.112830,NaN,NaN,NaN,B,C,Fe,I,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.matlet.2018.07.004,Peoples R China,Donghua Univ,MATERIALS LETTERS,3.574,2018-12-28,16,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.matlet.2018.07.004,NaN,NaN,NaN,C,Co,N,S,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1039/c2dt30468f,Peoples R China,Dalian Univ Technol,DALTON TRANSACTIONS,4.569,2012-08-22,23,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c2dt30468f,NaN,NaN,NaN,N,Re,None,None,None,None,None,None,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
