,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_OVP,Alkaline_OVP,Neutral_OVP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_OER
0,10.1002/maco.200503883,Japan,Sumimoto Met Ind Ltd Corp,MATERIALS AND CORROSION-WERKSTOFFE UND KORROSION,1.832,2005-11-01,38,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/maco.200503883,NaN,NaN,NaN,Ag,C,Cu,Fe,Ni,O,None,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/sia.2735,Poland,Silesian Univ,SURFACE AND INTERFACE ANALYSIS,1.702,2008-03-01,20,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/sia.2735,NaN,NaN,NaN,Mo,Ni,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,10.1021/acsaem.8b00010,Peoples R China,Tsinghua Univ,ACS APPLIED ENERGY MATERIALS,6.959,2019-02-27,28,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acsaem.8b00010,NaN,NaN,NaN,C,Mo,S,None,None,None,None,None,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2022.03.059,Peoples R China,Jiangsu Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2022-06-26,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2022.03.059,NaN,NaN,NaN,Co,I,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/cm402821w,Spain,Univ Politecn Valencia,CHEMISTRY OF MATERIALS,10.508,2014-01-28,39,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/cm402821w,NaN,NaN,NaN,O,Re,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cep.2011.05.018,Slovenia,Natl Inst Chem,CHEMICAL ENGINEERING AND PROCESSING-PROCESS INTENSIFICATION,4.264,2012-02-23,46,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.cep.2011.05.018,NaN,NaN,NaN,C,None,None,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d2nj02449g,Peoples R China,Huanggang Normal Univ,NEW JOURNAL OF CHEMISTRY,3.925,2022-07-20,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d2nj02449g,NaN,NaN,NaN,Cu,P,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/smll.202004809,Japan,Natl Inst Adv Ind Sci & Technol,SMALL,15.153,2021-02-17,35,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/smll.202004809,NaN,NaN,NaN,N,None,None,None,None,None,None,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1088/1361-6528/aae7a7,NaN,NaN,NaN,0,NaN,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1088/1361-6528/aae7a7,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d0cc07319a,Peoples R China,China Univ Geosci Wuhan,CHEMICAL COMMUNICATIONS,6.065,2021-02-09,5,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d0cc07319a,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d1cy01328a,Peoples R China,Hebei Univ Technol,CATALYSIS SCIENCE & TECHNOLOGY,6.177,2021-11-11,3,NaN,NaN,NaN,The zinc-air battery delivered excellent performance with a power density of 123 mW cm(-2) and satisfactory cycling stability over 300 h at a current density of 10 mA cm(-2),No pH key word.10.1039/d1cy01328a,NaN,NaN,NaN,C,Co,O,None,None,None,None,None,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1039/d0dt03085f,Peoples R China,North Univ China,DALTON TRANSACTIONS,4.569,2020-11-24,10,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d0dt03085f,NaN,NaN,NaN,B,C,Co,F,Fe,O,P,None,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.snb.2014.09.028,Peoples R China,Univ Jinan,SENSORS AND ACTUATORS B-CHEMICAL,9.221,2015-01-01,89,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.snb.2014.09.028,NaN,NaN,NaN,Ag,Au,None,None,None,None,None,None,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apsusc.2022.153574,Peoples R China,City Univ Hong Kong,APPLIED SURFACE SCIENCE,7.392,2022-06-03,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apsusc.2022.153574,NaN,NaN,NaN,Br,C,Cl,N,O,Se,Ti,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/ep.12238,India,Jain Univ,ENVIRONMENTAL PROGRESS & SUSTAINABLE ENERGY,2.824,2016-04-20,17,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/ep.12238,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d0ee02219e,Canada,Univ British Columbia,ENERGY & ENVIRONMENTAL SCIENCE,39.714,2021-01-12,24,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d0ee02219e,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1002/cphc.202100697,Peoples R China,Hainan Univ,CHEMPHYSCHEM,3.52,2021-12-18,1,NaN,NaN,NaN,"As a result, the overpotential of the TiO/Co-S nanocomposite at 10 mA cm(-2) was 107 mV, and the Tafel slope was 83.3 mV dec(-1)",No pH key word.10.1002/cphc.202100697,NaN,NaN,NaN,Co,O,Ti,None,None,None,None,None,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/chem.201804312,Peoples R China,Xiamen Univ,CHEMISTRY-A EUROPEAN JOURNAL,5.02,2018-12-28,10,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/chem.201804312,NaN,NaN,NaN,O,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jcis.2021.12.127,Peoples R China,Sichuan Normal Univ,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,2022-02-10,13,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jcis.2021.12.127,NaN,NaN,NaN,C,N,O,P,Ru,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acscatal.8b00119,NaN,NaN,NaN,0,NaN,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acscatal.8b00119,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1149/1.2240037,OH 45701 USA,Ohio Univ,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,4.386,2006-01-01,65,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1149/1.2240037,NaN,NaN,NaN,N,Rh,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1088/1742-6596/941/1/012062,Russia,Natl Res Nucl Univ,NaN,0,2018-12-28,2,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1088/1742-6596/941/1/012062,NaN,NaN,NaN,W,None,None,None,None,None,None,None,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1039/c8dt00765a,Peoples R China,Northeast Normal Univ,DALTON TRANSACTIONS,4.569,2018-12-28,42,NaN,NaN,NaN,"When it was employed as an integrated water splitting catalyst, only a potential of 1.55 V was required to achieve a current density of 10 mA cm(-2)",No pH key word.10.1039/c8dt00765a,NaN,NaN,NaN,Mo,Ni,O,P,None,None,None,None,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,10.1021/acs.inorgchem.8b01497,CA 94025 USA,Stanford Univ,INORGANIC CHEMISTRY,5.436,2018-11-22,12,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acs.inorgchem.8b01497,NaN,NaN,NaN,N,Ni,S,None,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsaem.9b01392,Germany,German Aerosp Ctr DLR,ACS APPLIED ENERGY MATERIALS,6.959,2019-12-13,41,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acsaem.9b01392,NaN,NaN,NaN,Al,Mo,Ni,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,10.1002/admi.201802052,Peoples R China,Heilongjiang Univ,ADVANCED MATERIALS INTERFACES,6.389,2019-06-04,16,NaN,NaN,NaN,"The synergistic effects of optimized components and smart structure of the integrated electrode afford a remarkable OER activity with a low potential of 1.423 V versus reversible hydrogen electrode (RHE) at 10 mA cm(-2) current density, a small Tafel of 58 mV dec(-1), and excellent stability in alkaline electrolyte",Error in finding OVP values.10.1002/admi.201802052,NaN,NaN,NaN,Cu,O,None,None,None,None,None,None,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,10.1016/j.ijhydene.2011.02.075,Australia,CSIRO Energy Technol,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2011-06-18,23,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2011.02.075,NaN,NaN,NaN,S,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c7ta07073j,Peoples R China,Shaanxi Univ Sci & Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2018-12-28,34,NaN,570.0,NaN,"The synergistic effect of the valence bond environment and exposed crystal facets of the TiO2/SnS2 heterojunction catalyst have led to remarkable OER performance with an overpotential of 570 mV at the current density of 10 mA cm(-2), a low Tafel slope of 10(7) mV dec(-1) and long-time durability in alkaline solution","Normal,only alkaline.",1,0,0,O,S,Sn,Ti,None,None,None,None,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,10.1007/s11051-018-4261-z,NaN,NaN,NaN,0,NaN,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s11051-018-4261-z,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/ceat.201200540,India,Indian Inst Technol Roorkee,CHEMICAL ENGINEERING & TECHNOLOGY,2.215,2013-05-07,15,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/ceat.201200540,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2021.08.047,India,CSIR Cent Electrochem Res Inst,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2021-11-04,7,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2021.08.047,NaN,NaN,NaN,C,Co,O,None,None,None,None,None,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/cssc.201500730,Sweden,KTH Royal Inst Technol,CHEMSUSCHEM,9.14,2015-11-04,48,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/cssc.201500730,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsaem.0c00383,MO 63130 USA,Washington Univ,ACS APPLIED ENERGY MATERIALS,6.959,2020-05-19,39,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acsaem.0c00383,NaN,NaN,NaN,Cl,O,Ru,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.ijhydene.2020.01.057,Spain,Univ Barcelona,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2020-08-20,8,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2020.01.057,NaN,NaN,NaN,C,Nb,O,Ti,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2022.137138,Peoples R China,Harbin Inst Technol Univ,CHEMICAL ENGINEERING JOURNAL,16.744,2022-06-24,2,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.cej.2022.137138,NaN,NaN,NaN,Bi,I,O,Ti,None,None,None,None,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ccr.2020.213483,Peoples R China,Chinese Acad Sci,COORDINATION CHEMISTRY REVIEWS,24.833,2020-08-24,67,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ccr.2020.213483,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsami.0c08969,Peoples R China,East China Univ Sci & Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,2020-09-09,23,NaN,NaN,NaN,All the IrO2@LnIr(1-n)O(x)(OH)(y) (Ln = La-Lu) structures reflected 290-300 mV of overpotential at 10 mA/cm(geo)(2),No pH key word.10.1021/acsami.0c08969,NaN,NaN,NaN,Ir,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/S0927-0248(01)00218-5,Algeria,USTHB,SOLAR ENERGY MATERIALS AND SOLAR CELLS,7.305,2002-07-01,98,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/S0927-0248(01)00218-5,NaN,NaN,NaN,Bi,S,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,10.1142/S1793292021500557,Peoples R China,South China Univ Technol,NANO,1.438,2021-06-11,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1142/S1793292021500557,NaN,NaN,NaN,C,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1016/j.jechem.2020.08.064,Peoples R China,China Univ Geosci,JOURNAL OF ENERGY CHEMISTRY,13.599,2021-05-13,19,NaN,NaN,NaN,"Consequently, the engineered CoS2-MoS2 heterostructure exhibits small overpotentials of 82 mV for HER and 266 mV for OER at 10 mA cm(-2)",No pH key word.10.1016/j.jechem.2020.08.064,NaN,NaN,NaN,Mo,O,None,None,None,None,None,None,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,10.1016/j.jechem.2020.08.064,Peoples R China,China Univ Geosci,JOURNAL OF ENERGY CHEMISTRY,13.599,2021-05-13,19,NaN,NaN,NaN,"The corresponding alkaline electrolyzer affords a cell voltage of 1.56 V at 10 mA cm(-2) to boost overall water splitting, along with robust durability over 24 h, even surpassing the benchmark electrode couple composed of IrO2 and Pt/C",Error in finding OVP values.10.1016/j.jechem.2020.08.064,NaN,NaN,NaN,Mo,O,None,None,None,None,None,None,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,10.1016/j.apsusc.2019.05.189,Peoples R China,China Univ Petr East China,APPLIED SURFACE SCIENCE,7.392,2019-07-02,7,98.0,NaN,NaN,"Benefited from the synergistic effect between WO2 and C3N4 layers as well as the protection cap of ultrathin C3N4 layers, the obtained core-shell structured WO2@C3N4 nanorods exhibit excellent HER performances and high durability in acidic solution, which only require an overpotential of 98 mV to generate a current density of 10 mA cm(-2)","Normal,only acid.",0,0,0,C,N,O,P,W,None,None,None,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.mtener.2020.100589,India,Shoolini Univ,MATERIALS TODAY ENERGY,9.257,2021-08-11,90,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.mtener.2020.100589,NaN,NaN,NaN,C,O,None,None,None,None,None,None,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1111/j.1751-1097.2011.00966.x,France,Univ Grenoble 1,PHOTOCHEMISTRY AND PHOTOBIOLOGY,3.521,2011-09-01,227,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1111/j.1751-1097.2011.00966.x,NaN,NaN,NaN,C,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1039/c3dt53526f,Peoples R China,Jiangsu Univ,DALTON TRANSACTIONS,4.569,2014-01-01,171,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c3dt53526f,NaN,NaN,NaN,Ag,C,N,S,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2016.04.034,Malaysia,Univ Malaysia Pahang,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2016-07-20,40,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2016.04.034,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/asia.202200138,Peoples R China,Dalian Univ Technol,CHEMISTRY-AN ASIAN JOURNAL,4.839,2022-04-21,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/asia.202200138,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1117/1.JPE.10.023509,Peoples R China,Jining Univ,JOURNAL OF PHOTONICS FOR ENERGY,1.729,2020-12-01,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1117/1.JPE.10.023509,NaN,NaN,NaN,C,Fe,N,O,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/jacs.8b06414,Peoples R China,Langfang Normal Univ,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,2018-12-28,45,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/jacs.8b06414,NaN,NaN,NaN,C,N,O,None,None,None,None,None,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/S1381-1169(98)00218-0,NaN,NaN,NaN,0,NaN,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/S1381-1169(98)00218-0,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s40242-020-0183-2,Peoples R China,Univ Sci & Technol China,CHEMICAL RESEARCH IN CHINESE UNIVERSITIES,2.726,2020-07-29,5,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s40242-020-0183-2,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1039/c4ay01379d,Sweden,Uppsala Univ,ANALYTICAL METHODS,3.532,2014-11-28,6,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c4ay01379d,NaN,NaN,NaN,I,Ru,None,None,None,None,None,None,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
