,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Final_FE,Final_Y,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel
0,10.1016/j.carbon.2019.04.112,Peoples R China,Zhejiang Univ Technol,CARBON,11.307,2019-07-02,56,99.1,NaN,"Benefitting from the confinement effect, the resulting 1D Ni@NCNTs hybrid exhibits an exceptional electrocatalytic activity and selectivity for CO production with a relatively positive onset potential of -0.3 V, low Tafel slope of 97 mV dec(-1), and high Faradaic efficiency of 99.1%",No Y value found10.1016/j.carbon.2019.04.112,0,0,0,C,N,Ni,Ts,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1002/admi.202101454,Peoples R China,Lanzhou Univ Technol,ADVANCED MATERIALS INTERFACES,6.389,2021-11-26,0,NaN,NaN,NaN,Error in finding FE keyword.10.1002/admi.202101454,NaN,NaN,NaN,B,C,Co,N,Zn,None,None,None,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsaem.1c02196,U Arab Emirates,Khalifa Univ,ACS APPLIED ENERGY MATERIALS,6.959,2021-11-26,7,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acsaem.1c02196,NaN,NaN,NaN,C,Co,N,O,None,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,10.1039/d1nj05866e,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,Error in finding FE keyword.10.1039/d1nj05866e,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c8ta08668k,Peoples R China,Zhengzhou Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2018-12-28,50,NaN,NaN,NaN,Error in finding FE keyword.10.1039/c8ta08668k,NaN,NaN,NaN,C,Co,N,Zn,None,None,None,None,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s10669-010-9282-9,NaN,NaN,NaN,0.0,2011-03-01,8,NaN,NaN,NaN,Error in finding FE keyword.10.1007/s10669-010-9282-9,NaN,NaN,NaN,C,N,O,S,Ti,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acssuschemeng.8b05758,Peoples R China,China Univ Petr,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,2019-02-05,13,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acssuschemeng.8b05758,NaN,NaN,NaN,C,Co,N,Pt,None,None,None,None,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apsusc.2021.152375,Peoples R China,Beijing Univ Chem Technol,APPLIED SURFACE SCIENCE,7.392,2022-03-22,2,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apsusc.2021.152375,NaN,NaN,NaN,Co,N,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1016/j.jcis.2021.09.070,Peoples R China,266 Xincun West Rd,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,2021-10-13,10,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jcis.2021.09.070,NaN,NaN,NaN,C,Cl,O,Ru,Zn,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,10.1016/j.cherd.2019.07.015,Peoples R China,Wuhan Univ Sci & Technol,CHEMICAL ENGINEERING RESEARCH & DESIGN,4.119,2019-10-31,8,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.cherd.2019.07.015,NaN,NaN,NaN,N,O,None,None,None,None,None,None,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jechem.2022.03.017,Peoples R China,Nanjing Univ,JOURNAL OF ENERGY CHEMISTRY,13.599,2022-05-23,0,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jechem.2022.03.017,NaN,NaN,NaN,C,N,P,Pt,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2014.01.065,SC 29208 USA,Univ S Carolina,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2014-05-28,29,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apcatb.2014.01.065,NaN,NaN,NaN,Au,C,Ir,N,O,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,10.3390/nano11051329,Peoples R China,Xian Modern Chem Res Inst,NANOMATERIALS,5.719,2021-06-08,3,NaN,NaN,NaN,Error in finding FE keyword.10.3390/nano11051329,NaN,NaN,NaN,C,Cu,Fe,N,Ni,Pd,None,None,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s10853-021-05806-4,Peoples R China,Lanzhou Univ Technol,JOURNAL OF MATERIALS SCIENCE,4.682,2021-02-09,2,NaN,NaN,NaN,Error in finding FE keyword.10.1007/s10853-021-05806-4,NaN,NaN,NaN,C,Co,N,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1038/s41563-019-0571-5,South Korea,Inst for Basic Sci Korea,NATURE MATERIALS,47.656,2020-01-30,318,NaN,NaN,NaN,Error in finding FE keyword.10.1038/s41563-019-0571-5,NaN,NaN,NaN,C,Co,N,O,None,None,None,None,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2019.11.081,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.ijhydene.2019.11.081,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c9ta03201k,Peoples R China,Yangzhou Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2019-06-24,99,NaN,NaN,NaN,Error in finding FE keyword.10.1039/c9ta03201k,NaN,NaN,NaN,Co,N,P,None,None,None,None,None,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1073/pnas.1800771115,Peoples R China,Beijing Univ Chem Technol,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA,12.779,2018-12-28,350,NaN,NaN,NaN,Error in finding FE keyword.10.1073/pnas.1800771115,NaN,NaN,NaN,Fe,Pt,None,None,None,None,None,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/ie00043a004,SPAIN,UNIV BASQUE COUNTRY,INDUSTRIAL & ENGINEERING CHEMISTRY RESEARCH,4.326,1995-04-01,28,NaN,NaN,NaN,Error in finding FE keyword.10.1021/ie00043a004,NaN,NaN,NaN,N,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2021.12.209,Peoples R China,Kunming Univ Sci & Technol,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2022-02-27,2,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.ijhydene.2021.12.209,NaN,NaN,NaN,C,Fe,N,O,S,Zr,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsomega.2c01871,Sudan,Univ Khartoum,ACS OMEGA,4.132,2022-07-10,0,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acsomega.2c01871,NaN,NaN,NaN,N,O,S,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,10.3390/catal9110922,Canada,Univ Saskatchewan,CATALYSTS,4.501,2019-12-23,8,NaN,NaN,NaN,Error in finding FE keyword.10.3390/catal9110922,NaN,NaN,NaN,C,Cu,O,Si,Zn,None,None,None,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1007/s10008-020-04653-8,Peoples R China,Hubei Univ,JOURNAL OF SOLID STATE ELECTROCHEMISTRY,2.747,2020-08-03,1,NaN,NaN,NaN,Error in finding FE keyword.10.1007/s10008-020-04653-8,NaN,NaN,NaN,C,Fe,N,Zn,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,10.1039/d1ta03337a,Peoples R China,Shenzhen Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2021-06-19,2,NaN,NaN,NaN,Error in finding FE keyword.10.1039/d1ta03337a,NaN,NaN,NaN,Fe,N,Zn,None,None,None,None,None,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/jacs.1c00783,Germany,Max Planck Inst Colloids & Interfaces,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,2021-07-30,10,NaN,NaN,NaN,Error in finding FE keyword.10.1021/jacs.1c00783,NaN,NaN,NaN,C,N,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.3390/app8010095,Peoples R China,Shihezi Univ,APPLIED SCIENCES-BASEL,2.838,2018-03-01,12,NaN,NaN,NaN,Error in finding FE keyword.10.3390/app8010095,NaN,NaN,NaN,Ce,N,O,S,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jpowsour.2020.227900,Peoples R China,Huaqiao Univ,JOURNAL OF POWER SOURCES,9.794,2020-04-20,28,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jpowsour.2020.227900,NaN,NaN,NaN,C,Co,N,Zn,None,None,None,None,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ensm.2020.06.022,Peoples R China,Dalian Univ,ENERGY STORAGE MATERIALS,20.831,2020-10-27,2,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.ensm.2020.06.022,NaN,NaN,NaN,C,N,None,None,None,None,None,None,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1016/j.electacta.2016.01.129,Peoples R China,E China Normal Univ,ELECTROCHIMICA ACTA,7.336,2016-03-31,32,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.electacta.2016.01.129,NaN,NaN,NaN,C,N,None,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.3389/fchem.2021.751716,Germany,Humboldt Univ,FRONTIERS IN CHEMISTRY,5.545,2021-10-27,2,NaN,NaN,NaN,Error in finding FE keyword.10.3389/fchem.2021.751716,NaN,NaN,NaN,C,Cu,Ir,N,O,S,None,None,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.enconman.2022.115754,South Korea,Kyung Hee Univ,ENERGY CONVERSION AND MANAGEMENT,11.533,2022-07-13,0,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.enconman.2022.115754,NaN,NaN,NaN,C,N,P,None,None,None,None,None,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.electacta.2021.139585,Peoples R China,East China Normal Univ,ELECTROCHIMICA ACTA,7.336,2022-05-03,3,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.electacta.2021.139585,NaN,NaN,NaN,C,Cl,Cu,N,O,None,None,None,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,10.1016/j.nanoen.2020.105710,Peoples R China,Zhejiang Normal Univ,NANO ENERGY,19.069,2021-04-18,67,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.nanoen.2020.105710,NaN,NaN,NaN,C,N,Zn,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/cs401185c,Peoples R China,Shanghai Univ,ACS CATALYSIS,13.7,2014-06-01,378,NaN,NaN,NaN,Error in finding FE keyword.10.1021/cs401185c,NaN,NaN,NaN,O,S,None,None,None,None,None,None,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jcis.2018.08.040,Peoples R China,Chinese Acad Sci,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,2018-12-28,28,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jcis.2018.08.040,NaN,NaN,NaN,C,N,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s10934-010-9424-y,Peoples R China,Henan Polytech Univ,JOURNAL OF POROUS MATERIALS,2.523,2011-11-16,4,NaN,NaN,NaN,Error in finding FE keyword.10.1007/s10934-010-9424-y,NaN,NaN,NaN,C,Cu,O,Zr,None,None,None,None,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d1cp00859e,Peoples R China,Jilin Normal Univ,PHYSICAL CHEMISTRY CHEMICAL PHYSICS,3.945,2021-06-01,3,NaN,NaN,NaN,Error in finding FE keyword.10.1039/d1cp00859e,NaN,NaN,NaN,N,Ni,O,Ti,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c7nr09538d,Peoples R China,Heilongjiang Univ,NANOSCALE,8.307,2018-12-28,59,NaN,NaN,NaN,Error in finding FE keyword.10.1039/c7nr09538d,NaN,NaN,NaN,C,Co,N,V,None,None,None,None,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jes.2018.01.024,Peoples R China,Chinese Acad Sci,JOURNAL OF ENVIRONMENTAL SCIENCES,6.796,2018-12-28,22,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jes.2018.01.024,NaN,NaN,NaN,Ce,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c8ra09898k,Japan,Hokkaido Univ,RSC ADVANCES,4.036,2019-02-15,8,NaN,NaN,NaN,Error in finding FE keyword.10.1039/c8ra09898k,NaN,NaN,NaN,C,Co,N,O,None,None,None,None,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apsusc.2018.01.151,Peoples R China,Guangdong Univ Technol,APPLIED SURFACE SCIENCE,7.392,2018-12-28,12,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apsusc.2018.01.151,NaN,NaN,NaN,C,Co,N,Pt,Ti,None,None,None,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cattod.2018.03.005,Italy,Univ Messina,CATALYSIS TODAY,6.562,2019-04-18,29,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.cattod.2018.03.005,NaN,NaN,NaN,C,N,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jechem.2019.10.005,Peoples R China,Cent South Univ,JOURNAL OF ENERGY CHEMISTRY,13.599,2020-04-01,39,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jechem.2019.10.005,NaN,NaN,NaN,Al,C,None,None,None,None,None,None,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d0cc04563b,MN 55455 USA,Univ Minnesota,CHEMICAL COMMUNICATIONS,6.065,2020-10-06,14,NaN,NaN,NaN,Error in finding FE keyword.10.1039/d0cc04563b,NaN,NaN,NaN,N,Sn,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/smll.201904723,Taiwan,Tunghai Univ,SMALL,15.153,2019-11-08,27,14.14,0.096,The electrochemical results reveal that FeS2/CFP achieves a high Faradaic efficiency (FE) of approximate to 14.14% and NH3 yield rate of approximate to 0.096 mu g min(-1) at -0.6 V versus RHE electrode in 0.25 m LiClO4,"Normal, FE value found.",0,0,0,C,Cl,Fe,Li,N,O,S,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/smll.201904723,Taiwan,Tunghai Univ,SMALL,15.153,2019-11-08,27,14.57,0.1,"With near-infrared laser irradiation (808 nm), the NH3 yield rate of the FeS2/CFP catalyst can be slightly improved to 0.1 mu g min(-1) with high FE of 14.57%","Normal, FE value found.",0,0,0,C,Cl,Fe,Li,N,O,S,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2021.130820,South Korea,Chung Ang Univ,CHEMICAL ENGINEERING JOURNAL,16.744,2021-11-11,6,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.cej.2021.130820,NaN,NaN,NaN,Ir,O,None,None,None,None,None,None,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s10562-015-1667-4,CA 94025 USA,SLAC Natl Accelerator Lab,CATALYSIS LETTERS,2.936,2016-02-01,16,NaN,NaN,NaN,Error in finding FE keyword.10.1007/s10562-015-1667-4,NaN,NaN,NaN,N,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/(SICI)1097-4628(19990307)71:10<1581::AID-APP6>3.0.CO;2-C,India,Indian Inst Technol,JOURNAL OF APPLIED POLYMER SCIENCE,3.057,1999-03-07,18,NaN,NaN,NaN,Error in finding FE keyword.10.1002/(SICI)1097-4628(19990307)71:10<1581::AID-APP6>3.0.CO;2-C,NaN,NaN,NaN,N,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsami.7b01647,Germany,Tech Univ Darmstadt,ACS APPLIED MATERIALS & INTERFACES,10.383,2017-08-02,23,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acsami.7b01647,NaN,NaN,NaN,C,Co,Mo,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.electacta.2022.139988,Peoples R China,Changzhou Univ,ELECTROCHIMICA ACTA,7.336,2022-07-10,1,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.electacta.2022.139988,NaN,NaN,NaN,F,N,Zr,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cattod.2015.09.023,Germany,Ruhr Univ Bochum,CATALYSIS TODAY,6.562,2016-07-15,35,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.cattod.2015.09.023,NaN,NaN,NaN,C,N,None,None,None,None,None,None,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,10.1007/s11356-021-16206-1,Tunisia,Univ Sfax,ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH,5.19,2021-09-19,2,NaN,NaN,NaN,Error in finding FE keyword.10.1007/s11356-021-16206-1,NaN,NaN,NaN,N,O,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,10.1039/c8cc10181g,Peoples R China,Changzhou Univ,CHEMICAL COMMUNICATIONS,6.065,2019-03-07,13,NaN,NaN,NaN,Error in finding FE keyword.10.1039/c8cc10181g,NaN,NaN,NaN,B,C,F,O,P,S,None,None,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2020.125647,Peoples R China,Beijing Univ Chem Technol,CHEMICAL ENGINEERING JOURNAL,16.744,2020-09-22,12,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.cej.2020.125647,NaN,NaN,NaN,B,C,Co,Fe,Mn,N,Ni,O,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
