Warning_OER,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,OVP,Remark_Sentence,Bug_Note,Ph,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_OER
0,10.1002/smll.201902613,Peoples R China,Univ Elect Sci & Technol China,SMALL,15.153,8/26/2019,106,102,"Especially, it delivers very low overpotentials of 89, 94, and 102 mV to reach a current density of 10 mA cm(-2) in acidic, alkaline, and neutral electrolytes, respectively","Normal,acid, alkaline and neutral.",7,0,0,0,C,Co,P,W,None,None,None,None,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsami.9b07415,Peoples R China,Heilongjiang Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,8/8/2019,58,96,"The catalyst only needs a low overpotential of 96 mV to achieve a current density of 10 mA cm-2 (rho) for HER in the neutral medium (without iR correction), which is much lower than 199 mV of the bare MoS2","Normal,only neutral.",7,1,1,0,C,P,S,Mo,None,None,None,None,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c8ta04059a,Peoples R China,Kunming Univ Sci & Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,12/28/2018,30,4.8,"The optimized Pt-Pd@NPA requires low overpotentials of -28.1, -34.8, and -23.8 mV to drive a catalytic current density of -10 mA cm(-2) with small Tafel slopes of 31.2, 32.2, and 32.5 mV dec(-1) in acidic (0.5 M H2SO4), neutral (1.0 M PBS), and alkaline (1.0 M KOH) media, respectively, which outperforms most previously reported noble-metal-based HER electrocatalysts","Normal,acid, alkaline and neutral.",7,0,1,1,Ag,Pt,Pd,None,None,None,None,None,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1002/cssc.202000932,India,Indian Inst Sci Educ & Res Kolkata,CHEMSUSCHEM,9.14,7/6/2020,27,314,"The NPs prepared at 550 degrees C require HER overpotentials of 218, 245, and 314 mV at -10 mA cm(-2)in alkaline, acidic, and neutral pH, respectively","Normal,acid, alkaline and neutral.",7,1,0,0,C,Co,Fe,O,None,None,None,None,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/adfm.202105372,Peoples R China,Jilin Univ,ADVANCED FUNCTIONAL MATERIALS,19.924,8/12/2021,11,98,"The systems exhibit low overpotentials of only 30, 65, and 98 mV at 10 mA cm(-2) under acidic, alkaline, and neutral conditions, respectively","Normal,acid, alkaline and neutral.",7,0,0,0,Pt,Fe,N,Ni,S,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsami.9b23426,Canada,INRS Energie Mat & Telecommun EMT,ACS APPLIED MATERIALS & INTERFACES,10.383,4/30/2020,28,51,"To attain a current density of 10 mA cm(-2) , IrP2-rGO shows overpotentials of 8, 51, and 13 mV in 0.5 M dilute sulfuric acid, 1.0 M phosphate-buffered saline (PBS), and 1.0 M potassium hydroxide solutions, respectively","Normal,acid and alkaline.",7,0,1,0,C,Ir,P,Pd,Rh,Ru,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.electacta.2021.138337,Peoples R China,Northeast Normal Univ,ELECTROCHIMICA ACTA,7.336,5/27/2021,6,88,"It's worth noting that the optimal CoRu@NG-3 shows overpotentials of 62, 52 and 88 mV at the current density of 10 mA cm(-2) in 1.0 M KOH, 0.5 M H2SO4 and 1.0 M PBS solution for HER catalysis","Normal,acid, alkaline and neutral.",7,0,0,0,C,Co,N,Ru,None,None,None,None,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/advs.202102777,Peoples R China,Chinese Acad Sci,ADVANCED SCIENCE,17.521,3/26/2022,7,12,"The optimal porous electrocatalyst (VRu0.027Ox/GDY) can deliver 10 mA cm(-2) at low overpotentials of 13 and 12 mV together with robust long-term stability in alkaline and neutral media, respectively, which are much smaller than Pt/C","Normal,acid and alkaline.",7,0,0,0,O,C,V,Ru,None,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1039/c9se00588a,Peoples R China,Qingdao Univ Sci & Technol,SUSTAINABLE ENERGY & FUELS,6.813,12/6/2019,5,72,"The electrocatalytic measurements proved that Ce and N co-doping endows CoP with remarkably improved intrinsic catalytic activity and kinetics, affording a current of 10 mA cm(-2) at the low overpotentials of 66 mV, 72 mV, and 41 mV in 0.5 M H2SO4, 1 M phosphate buffer, and 1 M KOH, respectively","Normal,acid, alkaline and neutral.",7,0,0,0,Ce,Co,N,P,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1002/anie.201810102,Peoples R China,China Univ Geosci,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,12/28/2018,160,84.6,Significantly lower overpotentials are required for PdP2@CB (27.5 mV in 0.5 m H2SO4; 35.4 mV in 1m KOH; 84.6 mV in 1 m PBS) to achieve a HER electrocatalytic current density of 10mAcm(-2) compared to commercial Pt/CB (30.1 mV in 0.5 m H2SO4; 46.6 mV in 1 m KOH; 122.7 mV in 1 m PBS),"Normal,acid, alkaline and neutral.",7,0,1,1,P,Pd,C,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/aenm.202003192,Peoples R China,Peking Univ,ADVANCED ENERGY MATERIALS,29.698,12/16/2020,33,22,"The as-made WOx-PtNi@Pt DNWs display superior HER performance with the overpotentials of 24, 5, and 22 mV in 0.1 m KOH, 0.1 m HClO4, and 0.5 m phosphate-buffered saline, respectively, at a current density of 10 mA cm(-2)","Normal,acid, alkaline and neutral.",7,0,0,0,Ni,Pt,W,O,None,None,None,None,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1088/1361-6528/ac6c36,Peoples R China,Zhejiang Univ Technol,NANOTECHNOLOGY,3.953,5/27/2022,0,35,"Benefiting from electronic effect and multi-branched structure, the PdOs NAs exhibit superior performance for HER in alkaline and neutral solutions, requiring overpotentials of 28 and 35 mV at -10 mA cm(-2), respectively, as well as superior long-term stability","Normal,acid and alkaline.",7,0,0,0,Os,Pd,None,None,None,None,None,None,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2021.01.188,Peoples R China,Shenyang Normal Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,5/11/2021,3,358,"In details, K-G4.0T2.0Mo1.0 showed a low overpotential of 173 and 358 mV to afford 10 mA cm(-2) under alkaline and neutral conditions, respectively, as well as outstanding durability","Normal,acid and alkaline.",7,1,0,0,Mo,S,N,C,None,None,None,None,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1007/s10008-022-05117-x,Peoples R China,Wuhan Univ Technol,JOURNAL OF SOLID STATE ELECTROCHEMISTRY,2.747,1/18/2022,1,87,"The Ni2P-Fe2P/CC exhibits remarkable overpotentials of 78, 80, and 87 mV to achieve a current density of 10 mAcm(-2) in acidic, alkaline, and neutral electrolytes, respectively","Normal,acid, alkaline and neutral.",7,0,0,0,C,Fe,Ni,None,None,None,None,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1002/adfm.201901790,Peoples R China,China Univ Petr East China,ADVANCED FUNCTIONAL MATERIALS,19.924,9/6/2019,73,38,"The resulting RhPx@NPC nanoshells not only possess Pt-like activity for HER with low overpotentials to achieve 10 mA cm(-2) (22 mV in 0.5 m H2SO4, 69 mV in 1.0 m KOH, and 38 mV in 1.0 m phosphate buffered saline (PBS)) but also provide long-term durability in a wide pH range","Normal,acid, alkaline and neutral.",7,0,0,0,C,P,N,Rh,None,None,None,None,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/S1872-2067(19)63390-5,Peoples R China,Tianjin Univ,CHINESE JOURNAL OF CATALYSIS,12.92,7/24/2019,28,159,"The current density of 10 mA cm(-2) could be reached at low overpotentials of 98 and 159 mV in alkaline and neutral electrolytes, respectively","Normal,acid and alkaline.",7,0,0,0,Mo,Ni,S,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acssuschemeng.0c00268,PA 16802 USA,Penn State Univ,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,5/1/2020,23,118,"The as-prepared catalyst shows small overpotentials of 58, 118, and 71 mV at 10 mA cm(-2) in acid, neutral, and basic electrolytes, respectively with high exchange current densities","Normal,acid and alkaline.",7,0,1,0,C,N,Ni,Co,None,None,None,None,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1039/d0dt04248j,Peoples R China,North Univ China,DALTON TRANSACTIONS,4.569,4/16/2021,9,44,"Benefiting from the unique structure, inherent alloy properties and strong alloy-support interaction derived from the in situ transformation, the resultant hybrids exhibit superior HER activities over a wide pH range, achieving very low overpotentials of 13 mV, 44 mV and 15 mV at 10 mA cm(-2) under alkaline, neutral and acidic conditions, respectively","Normal,acid, alkaline and neutral.",7,0,0,0,Co,N,Ru,None,None,None,None,None,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsanm.1c03046,Peoples R China,Zhengzhou Inst Emerging Ind Technol,ACS APPLIED NANO MATERIALS,6.14,1/7/2022,1,72,"The as-prepared Pt3Fe/BNC catalyst exhibits notable HER catalytic activity with small overpotentials (eta) at j = 10 mA cm(-2) (eta = 24 mV in 1.0 M KOH, 72 mV in 1.0 M phosphate-buffered saline (PBS), 38 mV in 0.5 M H2SO4, respectively) and significant ORR performance with a half-wave potential (E-1/2) of 0.835 V in acidic media","Normal,acid, alkaline and neutral.",7,0,0,0,B,C,Fe,N,Pt,None,None,None,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2022.134798,Peoples R China,Zhejiang Univ Technol,CHEMICAL ENGINEERING JOURNAL,16.744,4/21/2022,19,49,"Benefiting from abundant active sites, reduced hydrogen binding energy on Rh, and improved charge delivery capacities, the m-RhTe NWs exhibit excellent HER activities compared with commercial Pt/C, which requires an overpotential of 28, 29, and 49 mV to achieve a current density of 10 mA cm(-2) in 0.5 M H2SO4, 1.0 M KOH, and 1.0 M phosphate-buffered saline, respectively, as well as benign stability","Normal,acid, alkaline and neutral.",7,0,0,0,P,Rh,Te,None,None,None,None,None,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acs.jpcc.0c01117,Peoples R China,Qingdao Univ,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,6/16/2020,16,22,"Benefiting from the abovementioned merits, the designed 2D-MoO2/Ru/NC electrocatalyst presents excellent catalytic activity for HER in a wide pH range, such as 68 mV@10 mA.cm(-2) in 0.5 M H2SO4, 22 mV@10 mA.cm(-2) in 1.0 M phosphate buffered saline, and 25 mV@10 mA.cm(-2) in 1.0 M KOH","Normal,acid, alkaline and neutral.",7,0,0,0,C,N,P,Ru,Mo,None,None,None,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,10.1016/j.cej.2021.130762,Peoples R China,Tongji Univ,CHEMICAL ENGINEERING JOURNAL,16.744,11/12/2021,7,80,"Benefiting from optimized electronic structure, interfacial synergy effect and special core-shell structure (similar to 150 nm), the newly developed electrocatalysts present remarkable electrocatalytic activities with small over-potentials to drive 10 mA cm(-2) for the HER (19 mV in alkaline, 80 mV in neutral, 20 mV in acid) and OER (252 mV, 316 mV, 211 mV)","Normal,acid, alkaline and neutral.",7,1,1,0,C,Ni,Ru,None,None,None,None,None,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,10.1039/d0nr07897b,NaN,NaN,Nanoscale,8.307,1/25/2021,4,106,"Benefiting from the synergistic effect between components and the unique structure, the Cu2-xSe@(Co,Cu)Se2 core-shell structure can serve as an efficient bifunctional electrocatalyst for both HERs and OERs in neutral-pH electrolytes with a current density of 10 mA cm-2 at the overpotentials of 106 mV and 396 mV, respectively","Normal,only neutral.",7,1,1,0,Co,Cu,Se,None,None,None,None,None,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.cej.2021.134422,Peoples R China,Zhengzhou Univ,CHEMICAL ENGINEERING JOURNAL,16.744,5/14/2022,2,113.38,"The Ni2P-Ru2P/CCG-800 shows the best performance for HER with low overpotentials of 21.83 mV (1 M KOH), 113.38 mV (1 M PBS) and 49.42 mV (0.5 M H2SO4), when the current density reaches 10 mA cm(-2)","Normal,acid, alkaline and neutral.",7,0,0,0,C,Ni,O,P,Ru,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsanm.1c02405,Peoples R China,Hefei Univ Technol,ACS APPLIED NANO MATERIALS,6.14,2/17/2022,0,190,"Among the prepared catalysts, Co-N/CNT/C-850 exhibits the best performance as a pH-universal electrocatalyst for HERS, which requires small overpotentials of 120, 190, and 134 mV to achieve a current density of 10 mA cm(-2) in 1 M KOH, 1 M phosphate buffer solution (PBS, pH = 7), and 0.5 M H2SO4, respectively","Normal,acid, alkaline and neutral.",7,1,0,0,C,Co,P,N,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.electacta.2022.140498,Peoples R China,Northwest Normal Univ,ELECTROCHIMICA ACTA,7.336,6/18/2022,0,151,"The self-supported Cu3P/NiCoP/NCF composite catalyst exhibits excellent electrocatalytic performance for HER in a wide pH range with the overpotentials of 51 mV, 87 mV, and 151 mV at the current density of 10 mA cm-2 in alkaline, acidic and neutral electrolytes, respectively","Normal,acid, alkaline and neutral.",7,0,0,0,Co,Cu,Ni,P,N,C,None,None,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsenergylett.9b02374,Peoples R China,Hunan Univ,ACS ENERGY LETTERS,23.991,1/27/2020,120,41,"Significantly, the optimized nanoporous alloy Cu53Ru47 exhibits remarkable catalytic activity for HER with nearly zero onset overpotential and ultralow Tafel slopes (similar to 30 and similar to 35 mV dec(-1)) in both alkaline and neutral electrolytes, achieving a catalytic current density of 10 mA cm(-2) at low overpotentials of similar to 15 and similar to 41 mV, respectively","Normal,acid and alkaline.",7,0,1,0,Cu,Ru,None,None,None,None,None,None,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,10.1007/s40843-021-1732-1,Peoples R China,Beijing Inst Technol,SCIENCE CHINA-MATERIALS,8.64,8/20/2021,3,50,"Further, a two-electrode alkaline electrolyzer pairing RuCoMn@NC as both cathode and anode was employed, and only a cell voltage of 1.63 V was required to attain a current density of 10 mA cm(-2) in glucose electrolysis, which is about 270 mV lower than that in the overall water-splitting electrolyzer","Normal,only alkaline.",7,1,0,0,C,Co,Mn,Ru,N,None,None,None,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.jcis.2021.08.077,Peoples R China,Qingdao Univ Sci & Technol,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,10/10/2021,5,115,"Impressively, the as-synthesized Ru-Re3P4/NPC presents remarkable electrocatalytic performances toward HER with small overpotentials of 39mV, 115mV, and 88mV to deliver 10mAcm(2) in alkaline, neutral, and acidic media","Normal,acid, alkaline and neutral.",7,0,0,0,C,P,Re,Ru,None,None,None,None,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d0ta10855c,Peoples R China,Renmin Univ China,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2/24/2021,12,103,"In 1.0 M KOH, 1.0 M PBS, and 0.5 M H2SO4 electrolytes, only 53, 103, and 68 mV overpotentials are required to reach a current density of 10 mA cm-2, and the composite exhibits excellent stability and durability at all pH values","Normal,acid, alkaline and neutral.",7,0,0,0,C,O,S,N,Co,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/celc.201901848,Peoples R China,Zhengzhou Univ,CHEMELECTROCHEM,4.782,3/2/2020,3,535,"It displays overpotentials of 181, 269 and 535 mV in 1.0 M KOH, 0.5 M H2SO4 and 1.0 M PBS, respectively, at a current density of 10 mA cm(-2)","Normal,acid, alkaline and neutral.",7,1,0,0,Mo,Ni,P,S,None,None,None,None,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2022.04.165,Peoples R China,Yanshan Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,7/20/2022,0,95,"Among fabricated composites, the optimal CoP/Ni2P/CC-4 catalyst behaves an excellent HER performance at a wide pH range (overpotentials of 67, 71 and 95 mV to afford 10 mA cm(-2) in 0.5 M H2SO4, 1 M KOH and 1 M PBS, respectively)","Normal,acid, alkaline and neutral.",7,0,0,0,C,Co,Ni,P,None,None,None,None,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s10562-019-02698-7,Peoples R China,Northwest Normal Univ,CATALYSIS LETTERS,2.936,4/10/2019,22,229,"The tree-like NiS2/MoS2-RGO nanocomposites afford a current density ((10)) of 10mA/cm(2) at small overpotentials of 172, 144 and 229mV, and have a small Tafel slope of 51, 82 and 103mV/dec in acidic, alkaline and neutral solution, respectively","Normal,acid, alkaline and neutral.",7,1,1,0,C,O,Ni,Mo,S,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.mtcomm.2020.101257,Peoples R China,Anyang Normal Univ,MATERIALS TODAY COMMUNICATIONS,3.662,1/12/2021,9,96,"The electrocatalytic results exhibit that the optimized 70% CoP-30% Cu3P catalyst shows the remarkable catalytic performance for hydrogen evolution reaction (HER) at a wide pH values, evidenced by the overpotential values of 48 mV (0.5 M H2SO4), 83 mV (1 M KOH), and 96 mV (0.5 M phosphate buffer saline) at 10 mA cm(-2), respectively","Normal,acid, alkaline and neutral.",7,0,0,0,Co,Cu,P,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2021.11.036036,Peoples R China,Qingdao Univ Sci & Technol,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2/2/2022,2,130,"Benefiting from the unique core-shell structural advantages and synergistic effect of Rh-P and NPC components, the resulting Rh-P@NPC catalyst not only exhibits remarkable electrocatalytic activity for HER in the whole pH range with a low overpotential of 31 mV, 65 mV, and 130 mV to drive a current density of 10 mA cm-2 in 0.5 M H2SO4, 1.0 M KOH, and 1.0 M PBS, respectively, but also demonstrates high durability","Normal,acid, alkaline and neutral.",7,0,0,0,C,P,Rh,None,None,None,None,None,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c6ta09052d,Peoples R China,Northeast Normal Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,1/14/2017,152,185,"To achieve a current density of 10 mA cm(-2), P-W2C@NC required an overpotential of 89 mV in acid, 63 mV in alkaline solution and 185 mV in neutral solution","Normal,acid, alkaline and neutral.",7,1,0,0,C,O,P,W,N,None,None,None,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d1nr04607a,Peoples R China,Shaanxi Univ Sci & Technol,NANOSCALE,8.307,9/28/2021,5,210,"Benefitting from the ultrafine nanostructure, abundant Co-N-x active sites, large specific surface area and defect-rich carbon framework, the resultant VCS@NC exhibits unexceptionable HER catalytic activity, needing extremely low HER overpotentials in pH-universal media (alkaline: 117 mV, acid: 178 mV, neutral: 210 mV) at a current density of 10 mA cm(-2), paralleling at least 100 h catalytic durability","Normal,acid, alkaline and neutral.",7,1,0,0,C,S,V,Co,N,None,None,None,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d1dt04361g,Peoples R China,North Univ China,DALTON TRANSACTIONS,4.569,3/3/2022,0,67.1,"As a result, overpotentials of 39.0, 49.9, and 67.1 mV were required to reach the current density of 10 mA cm(-2) in 0.5 M H2SO4, 1 M KOH, and 1 M PBS, respectively","Normal,acid, alkaline and neutral.",7,0,0,0,C,Mo,P,Ru,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10.1149/2.0271613jes,Peoples R China,South China Univ Technol,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,4.386,12/28/2016,7,136,"At a current density of 10 mA cm(-2), overpotentials are determined to be 136, 82 and 73 mV in neutral, acidic and alkaline solutions, respectively","Normal,acid, alkaline and neutral.",7,0,0,0,C,Mo,None,None,None,None,None,None,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,10.1016/j.apcatb.2018.11.083,Peoples R China,Jinan Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2/19/2019,89,110,"The optimal Ni2-xCOxP/N-C NFs afford low overpotentials (eta(10)) of 100, 130 and 110 mV to reach a current density of -10 mA cm(-2) in 0.5 M H2SO4, 1.0 KOH and 1.0 M PBS (phosphate buffer saline), respectively, performing among the best of noble-metal-free electrocatalysts","Normal,acid, alkaline and neutral.",7,0,0,0,C,P,Ni,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
