TEST,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_HWP,Alkaline_HWP,Neutral_HWP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_Onset
0,10.1016/j.apsusc.2020.148017,Peoples R China,Qingdao Univ Sci & Technol,APPLIED SURFACE SCIENCE,7.392,1/7/2021,24,0.79,0.86,NaN,"The FeNi0.25-NC catalyst exhibits a comparable activity for the ORR to the commercial Pt/C catalyst, with the half wave potential at 0.79 VRHE in HClO4 and 0.86 V-RHE in NaOH electrolyte","Normal,acid and alkaline.",0,0,0,C,Fe,N,Ni,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jpowsour.2021.230944,Peoples R China,Dalian Polytech Univ,JOURNAL OF POWER SOURCES,9.794,1/22/2022,1,0.75,0.8,NaN,Atomically Co site distributed catalysts with ideal chemical and structural properties exhibit high activity and stability for the ORR in acidic media (E-1/2 = 0.75 V vs,"Normal,only acid.",0,0,0,C,Co,S,N,None,None,None,None,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2017.05.188,Peoples R China,East China Normal Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,7/24/2017,11,0.72,0.82,NaN,"The prepared Cu-N-C catalyst was demonstrated as one of the best Cu-based electrocatalysts for ORR, with 0.82 V half-wave potential in 0.1 M KOH and 0.72 V half-wave potential in 0.1 M HClO4","Normal,acid and alkaline.",0,0,0,C,Cu,N,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jcis.2020.05.020,Peoples R China,Wuhan Inst Technol,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,8/5/2020,18,0.774,0.894,NaN,"The Zn-S-N-C catalyst exhibits superior ORR activity with half-wave potentials (E-1/2) up to 0.774 V in 0.1 M HClO4 and 0.894 V in 0.1 M KOH, good ORR stability with 19- and 4-mV loss in E-1/2 values after 10,000 potential cycles in 0.1 M HClO4 and 0.1 M KOH, respectively, and excellent methanol tolerance","Normal,acid and alkaline.",1,1,1,C,N,S,Zn,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acs.nanolett.1c00702,Peoples R China,Hong Kong Univ Sci & Technol,NANO LETTERS,12.262,6/1/2021,12,0.82,0.9,NaN,"The Fe-N-C catalyst synthesized by this simple method shows an excellent ORR activity with half-wave potentials of 0.82 and 0.90 V in acidic and alkaline solutions, respectively","Normal,acid and alkaline.",0,0,0,C,Fe,N,None,None,None,None,None,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1149/2.1291810jes,Peoples R China,Xiamen Univ,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,4.386,8/22/2018,4,0.61,0.72,NaN,"The average particle sizes ranged 5.0 similar to 8.4 nm, while the half-wave potentials (E-1/2) varied 0.57 similar to 0.61 V in HClO4 and 0.70 similar to 0.72 V in KOH as the Ru/Te ratios changed from 2:1 to 1:3","Normal,acid and alkaline.",0,0,0,C,Ru,Te,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,10.1039/d2ee00542e,Germany,Tech Univ Dresden,ENERGY & ENVIRONMENTAL SCIENCE,39.714,5/29/2022,3,0.83,NaN,NaN,"As a result, the sur-FeN4-HPC electrocatalyst exhibited excellent ORR activity in acidic media with a high half-wave potential of 0.83 V (vs","Normal,only acid.",0,0,0,C,Fe,N,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c8ta11785c,Peoples R China,South China Univ Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,3/22/2019,113,0.78,0.845,NaN,"In rotating disk measurements, the catalyst exhibits superior ORR activity in both acidic and alkaline media, with a half-wave potential of 0.78 V in the former and 0.845 V in the latter","Normal,acid and alkaline.",0,0,0,C,Fe,N,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1021/jacs.7b06514,NY 14260 USA,Univ Buffalo State Univ New York,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,10/11/2017,868,0.85,NaN,NaN,"The new atomic Fe catalyst has achieved respectable ORR activity in challenging acidic media (0.5 M H2SO4), showing a half-wave potential of 0.85 V vs RHE and leaving only a 30 mV gap with Pt/C (60 mu g(pt)/cm(2))","Normal,only acid.",0,0,1,C,Fe,N,None,None,None,None,None,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.nanoen.2019.03.045,Peoples R China,Chinese Acad Sci,NANO ENERGY,19.069,6/4/2019,83,0.77,0.87,NaN,"It is shown that single-atom tungsten with a W-N coordination number of 5 exhibits markedly high ORR catalytic activity in 0.1 M KOH with onset potential ( similar to 1.01 V), half-wave potential (0.88 V) and a mass activity of 0.63 A/mg (at 0.9 V versus RHE), which even surpasses those of commercial Pt/C","Normal,only alkaline.",1,1,0,C,N,W,None,None,None,None,None,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1002/cctc.202100947,Peoples R China,Nanjing Tech Univ,CHEMCATCHEM,5.497,9/4/2021,1,0.7,0.85,NaN,"The half-wave potential (0.85 V), and 5 mV shift after 5000 cycles of stability test for Fe2P/FeP-PNC catalyst exceed those of commercial Pt/C (E-1/2=0.84 V, 20 mV shift) under alkaline condition","Normal,only alkaline.",0,1,0,C,N,P,Fe,None,None,None,None,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.nanoen.2018.10.005,Canada,Univ Windsor,NANO ENERGY,19.069,12/28/2018,61,0.75,NaN,NaN,"RHE, and half-wave potential E-1/2 approximate to 0.75 V during ORR in acidic solution, making it as the most active ORR catalyst","Normal,only acid.",0,0,0,C,N,S,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/acsami.7b19332,Peoples R China,Xiamen Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,12/28/2018,39,0.82,NaN,NaN,"Significantly, applying the optimal S-Fe/Z8/2-AT catalysts into electrocatalytic test exhibits remarkable ORR catalytic activity with a half-wave potential of 0.82 V (vs reversible hydrogen electrode) and a mass activity of 18.3 A g(-1) at 0.8 V in 0.1 M H2SO4 solution; the polymer electrolyte membrane fuel cell test also confirmed their excellent catalytic activity, which gives a maximal power density as high as 800 mW cm(-2) at 1 bar","Normal,only acid.",0,1,0,Fe,S,N,C,None,None,None,None,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/cey2.136,Peoples R China,Xi An Jiao Tong Univ,CARBON ENERGY,21.556,8/17/2021,8,0.82,NaN,NaN,"The half-wave potential of the catalyst in 0.1 M H2SO4 is 0.82 V versus reversible hydrogen electrode, and the peak power density is 812 mW center dot cm(-2) in H-2-O-2 fuel cells","Normal,only acid.",0,0,0,C,Fe,N,None,None,None,None,None,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c5ra25862f,Peoples R China,E China Normal Univ,RSC ADVANCES,4.036,3/2/2016,23,0.79,NaN,NaN,"In 0.1 M HClO4 medium, the ORR over Co-N-GC prepared at the optimized heat-treatment temperature (800 degrees C) exhibits a positive half-wave potential (0.79 V) and higher ORR current density (5.6 mA cm(-2) at 0.2 V) compared to commercial Pt/C (20 wt%) catalysts","Normal,only acid.",1,1,0,C,Co,N,None,None,None,None,None,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsaem.0c01576,Japan,Hirosaki Univ,ACS APPLIED ENERGY MATERIALS,6.959,12/22/2020,3,0.66,NaN,NaN,"Both the half-wave potential and limiting current density in acidic media were maximized to 0.66 V and 5.18 mA cm(-2), respectively","Normal,only acid.",0,0,0,C,N,Fe,Ti,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/adma.201706758,NY 14260 USA,SUNY Buffalo,ADVANCED MATERIALS,32.086,12/28/2018,698,0.8,NaN,NaN,"Through investigating effects of Co doping contents and thermal activation temperature, an atomically Co site dispersed catalyst with optimal chemical and structural properties has achieved respectable activity and stability for the oxygen reduction reaction (ORR) in challenging acidic media (e.g., half-wave potential of 0.80 V vs reversible hydrogen electrode (RHE)","Normal,only acid.",0,0,0,C,Co,N,None,None,None,None,None,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1021/acsami.9b12054,WA 99164 USA,Washington State Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,11/18/2019,35,0.73,0.93,NaN,"The as -obtained electrocatalyst possessed unique characteristics of abundant nanopores in the wall of conductive CNTs to host the abundant atomic Fe -N active sites, showing ultrahigh ORR activity (half-wave potential: 0.93 V, kinetic current density: 59.8 mA/cm2 at 0.8 V), better than that of commercial Pt/C (half-wave potential: 0.91 V; kinetic current density: 38.0 mA/cm2 at 0.8 V) in an alkaline electrolyte","Normal,only alkaline.",0,1,0,C,Fe,N,None,None,None,None,None,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1002/adfm.202205637,Peoples R China,Northwest Univ,ADVANCED FUNCTIONAL MATERIALS,19.924,7/6/2022,0,0.816,0.951,NaN,"Representatively, the resultant dual Fe catalysts exhibit remarkable activity for electrocatalytic oxygen reduction reaction with half-wave potential of 0.951 and 0.816 V in alkaline and acidic media, respectively","Normal,acid and alkaline.",0,0,0,C,Fe,N,None,None,None,None,None,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsnano.7b02148,TX 77005 USA,Rice Univ,ACS NANO,18.027,7/1/2017,341,0.75,NaN,NaN,"The Ru/nitrogendoped GO catalyst exhibits excellent four-electron ORR activity, offering onset and half-wave potentials of 0.89 and 0.75 V, respectively, vs a reversible hydrogen electrode (RHE) in 0.1 M HClO4, together with better durability and tolerance toward methanol and carbon monoxide poisoning than seen in commercial Pt/C catalysts","Normal,only acid.",0,1,0,C,N,Ru,None,None,None,None,None,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jechem.2021.05.0332095-4956/,Peoples R China,Nanjing Xiaozhuang Univ,JOURNAL OF ENERGY CHEMISTRY,13.599,10/8/2021,10,0.902,NaN,NaN,"Under acidic conditions, its half-wave potential (0.902 V) is superior to commercial Pt/C (0.861 V), and the mass activity (0.38 A per mg Pt) at 0.9 V is 4.7 times that of Pt/C (0.08 A per mg Pt)","Normal,only acid.",0,1,0,C,Ni,Pt,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1039/d1ta03176g,Peoples R China,Harbin Inst Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,6/14/2021,21,0.807,0.904,NaN,"Impressively, the well-controlled FeCo-N-C catalyst exhibits excellent ORR performance, with half-wave potentials (E-1/2) of 0.807 and 0.904 V in 0.1 M HClO4 and 0.1 M KOH, respectively","Normal,acid and alkaline.",0,0,0,C,Co,Fe,N,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
0,10.1002/admi.202201157,P. R. China,Chinese Acad Sci,ADVANCED MATERIALS INTERFACES,6.389,9/14/2022,0,0.6,0.833,NaN,"It shows good ORR properties in both acid and alkaline electrolyte with E-on of 0.77 and 0.98 V, and E-1/2 of 0.60 and 0.833 V, respectively","Normal,acid and alkaline.",0,1,0,C,N,None,None,None,None,None,None,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2021.120782,Peoples R China,Harbin Inst Technol,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,10/27/2021,10,0.82,NaN,NaN,The (Au-Co) dual atoms exhibit an outstanding activity with half-wave potential (E-1/2) of 0.82 V in 0.1 M HClO4,"Normal,only acid.",0,0,0,Au,Co,None,None,None,None,None,None,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1149/08513.0845ecst,Peoples R China,Xiamen Univ,NaN,0,1/1/2018,1,0.76,NaN,NaN,"The half-wave potential (E-1/2) reached 0.760 V in the acid medium, which was only 40 mV lower than that of commercial Pt/C","Normal,only acid.",0,0,0,C,Cu,Pd,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,10.1002/chem.202002526,India,Inst Nano Sci & Technol,CHEMISTRY-A EUROPEAN JOURNAL,5.02,9/25/2020,8,0.66,0.77,NaN,The NG-PPy catalyst displays an improved half wave potential (E-1/2=0.77 V) in alkaline medium compared with G-PPy (E-1/2=0.66 V),"Normal,only alkaline.",0,1,0,C,N,None,None,None,None,None,None,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2022.121607,Peoples R China,South China Univ Technol,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,7/8/2022,0,0.806,0.913,0.711,"Theoretical calculations reveal that the incorporated S atom combined with OH ligand as energy level modifier effectively activate Fe center by electronic modulation and d-band center shift, rendering improved ORR activity of FeNSC-2Fe with E-1/2 of 0.913 V in alkaline, 0.806 V in acidic and 0.711 V in neutral media","Normal,acid, alkaline and neutral.",0,0,0,C,Fe,N,S,None,None,None,None,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/aenm.201801226,Peoples R China,Huazhong Univ Sci & Technol,ADVANCED ENERGY MATERIALS,29.698,12/28/2018,167,0.812,0.91,NaN,"The best-performing SA-Fe-N catalyst exhibits excellent ORR activity with half-wave potential (E-1/2) of 0.812 and 0.910 V versus the reversible hydrogen electrode (RHE) in 0.5 (M) H2SO4 and 0.1 m KOH, respectively, along with respectable durability","Normal,acid and alkaline.",0,0,0,Fe,N,C,None,None,None,None,None,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s12274-019-2473-x,Peoples R China,Xiamen Univ,NANO RESEARCH,10.269,10/24/2019,37,0.912,NaN,NaN,"The catalyst obtained at 800 degrees C (10%-PtZn@NC-800) was found to exhibit a half-wave potential (E-1/2) up to 0.912 V versus reversible hydrogen electrode (RHE) for the cathodic oxygen reduction reaction in an acidic medium, which shifted by 26 mV positively compared to the benchmark Pt/C catalyst","Normal,only acid.",0,0,0,C,Pt,Zn,N,None,None,None,None,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s10853-021-06122-7,Peoples R China,Northwest Univ,JOURNAL OF MATERIALS SCIENCE,4.682,5/24/2021,2,0.7,0.9,NaN,"In the ORR electrochemical test, Fe-N-C-wood catalyst showed an excellent activity, with a half-wave potential of 0.90 V in 0.1 M KOH, and a half-wave potential of 0.70 V in 0.1 M HClO4","Normal,acid and alkaline.",0,0,0,C,N,Fe,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2018.08.074,Peoples R China,Chinese Acad Sci,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,3/28/2019,221,0.73,0.84,NaN,"The resultant catalysts afforded onset potential of 0.93 V and half-wave potential of 0.84 V for oxygen reduction reaction in alkaline media, and 0.86 V and 0.73 V in acid media, which is better than single noble-metal-free catalysts, even close to commercial Pt/C","Normal,acid and alkaline.",0,1,0,C,Co,Ni,N,None,None,None,None,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.jelechem.2020.114316,Peoples R China,Changchun Univ Sci & Technol,JOURNAL OF ELECTROANALYTICAL CHEMISTRY,4.598,8/14/2020,4,0.68,0.85,NaN,"In alkaline condition, the optimized Fe3C@N-CNTs catalyst exhibits more positive onset and half-wave potentials (0.98, 0.85 V vs RHE) than other contrast samples","Normal,only alkaline.",0,1,0,C,Fe,N,None,None,None,None,None,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.jcat.2020.08.016,Peoples R China,Henan Univ,JOURNAL OF CATALYSIS,8.047,12/4/2020,9,0.82,0.92,NaN,"The Fe-N-x/C nanowires exhibit the excellent oxygen reduction reaction activity with the half-wave potentials of 0.82 and 0.92 V under acidic and alkaline conditions, respectively","Normal,acid and alkaline.",0,0,0,C,N,Fe,None,None,None,None,None,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d0ta05750a,Peoples R China,Jilin Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,10/13/2020,25,0.77,0.865,NaN,"The atomic Ir@NG-750 catalyst exhibits excellent electrocatalytic performance for the oxygen reduction reaction in both acidic and alkaline media with half-wave potentials of 0.77 V and 0.865 V, respectively, together with good durability, a four-electron pathway, and excellent resistance to carbon monoxide poisoning","Normal,acid and alkaline.",0,0,0,C,Ir,N,None,None,None,None,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1002/celc.201800093,South Korea,Korea Inst Sci & Technol,CHEMELECTROCHEM,4.782,12/28/2018,11,0.72,NaN,NaN,"Herein, we demonstrate that a hierarchical mesoporous iron and nitrogen co-doped carbon (Fe/N/C) electrocatalyst is able to efficiently electrocatalyze the ORR in a phosphoric acid electrolyte with a half-wave potential of 0.72 V (only 170 mV deviation from conventional Pt/C) and high selectivity (electron-transfer number > 3.95) with a mild overpotential","Normal,only acid.",0,0,0,C,Fe,N,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.apsusc.2022.152922,Peoples R China,Chinese Acad Sci,APPLIED SURFACE SCIENCE,7.392,4/23/2022,2,0.77,0.88,NaN,"Benefit from the compositional and structural synergistic effect, the optimized Fe/Fe3C@FeN-C-900 displays excellent ORR activity in both acidic (E-1/2 = 0.77 V) and alkaline (E-1/2 = 0.88 V) electrolytes, which are comparable and even superior to the benchmark Pt/C","Normal,acid and alkaline.",0,0,0,C,Fe,N,None,None,None,None,None,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1039/d1ma00809a,Peoples R China,Chinese Acad Sci,MATERIALS ADVANCES,0.52,1/9/2022,0,0.78,NaN,NaN,"In addition to the detailed characterization of the single-atom properties of the catalyst by the X-ray absorption fine structure and other means, and a thorough electrochemical characterization demonstrates its ORR capacities (E-1/2 = 0.78 V) in acidic media","Normal,only acid.",0,0,0,Co,N,C,None,None,None,None,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/smll.202203326,GA 30332 USA,Georgia Inst Technol,SMALL,15.153,7/8/2022,0,0.8,0.926,NaN,"Here, this work reports a metal-organic framework-derived Fe-N-C SAC with a hierarchically porous and concave nanoarchitecture prepared through a facile but effective strategy, which exhibits superior electrocatalytic ORR activity with a half-wave potential of 0.926 V (vs RHE) in alkaline media and 0.8 V (vs RHE) in acidic media while maintaining excellent stability","Normal,acid and alkaline.",0,0,0,Fe,N,C,None,None,None,None,None,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1155/2015/715474,Peoples R China,S China Univ Technol,JOURNAL OF NANOMATERIALS,3.791,9/23/2015,6,0.91,NaN,NaN,"In 0.1 M HClO4, the half-wave potential reaches 0.91 V, about 30 mV higher than that of Pt/C","Normal,only acid.",0,0,0,C,Cu,Ir,Ni,Pd,None,None,None,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,10.1039/d0qi00453g,Peoples R China,Chinese Acad Sci,INORGANIC CHEMISTRY FRONTIERS,7.779,8/26/2020,5,0.79,0.929,NaN,"Consequently, the catalytic activities of the resultant Fe/N/C catalyst, represented by the half-wave potentials (E-1/2), are boosted from 0.760 to 0.929 V in 0.1 M KOH basic solution and from 0.66 to 0.79 V in 0.1 M HClO(4)acidic solution, when compared to the Fe/N/C catalyst directly pyrolyzed from the same precursor","Normal,acid and alkaline.",0,0,0,C,Fe,N,None,None,None,None,None,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/celc.202101681,Peoples R China,Xi An Jiao Tong Univ,CHEMELECTROCHEM,4.782,5/11/2022,2,0.7861,NaN,NaN,The prepared catalyst (Fe-ZIF/CN-UC) exhibited remarkable ORR activity in acidic medium with a half-wave potential of 0.7861 V (only 50 mV lower than that of the commercial Pt/C catalyst),"Normal,only acid.",0,0,0,C,N,Fe,None,None,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,10.1016/j.jcis.2022.01.042,Peoples R China,Harbin Inst Technol,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,2/10/2022,1,0.886,NaN,NaN,"In acid media, the optimized 10% Pt/Co-N-C hybrid catalysts with Pt nanoparticles size (2.18 nm) exhibit improved ORR activity and robust durability, delivering a half-wave potential (E-1/2) of 0.886 V and negligible loss after accelerated durability test, exceeding the best-in-class commercial Pt/C","Normal,only acid.",0,0,0,Co,N,Pt,C,None,None,None,None,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
