,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Acid_OVP,Alkaline_OVP,Neutral_OVP,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_HER
0,10.1016/j.electacta.2021.138438,Peoples R China,Jiangsu Univ,ELECTROCHIMICA ACTA,7.336,2021-06-05,13,NaN,NaN,NaN,"More importantly, when assembled as both cathode and anode for overall water splitting, a low cell voltage of 1.63 V is required to achieve a current density of 10 mA cm(-2), demonstrating that MoS2/NiS2/CC is a promising candidate for water splitting",No pH key word.10.1016/j.electacta.2021.138438,NaN,NaN,NaN,C,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/anie.201505245,Peoples R China,Univ Sci & Technol China,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2015-10-05,155,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/anie.201505245,NaN,NaN,NaN,Co,Se,None,None,None,None,None,None,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.3390/catal10050514,Peoples R China,East China Normal Univ,CATALYSTS,4.501,2020-07-21,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.3390/catal10050514,NaN,NaN,NaN,C,N,O,Zn,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1038/s41598-017-12504-2,Peoples R China,China Univ Geosci,SCIENTIFIC REPORTS,4.996,2017-11-03,14,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1038/s41598-017-12504-2,NaN,NaN,NaN,C,None,None,None,None,None,None,None,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1021/acs.chemmater.8b03620,Peoples R China,Soochow Univ,CHEMISTRY OF MATERIALS,10.508,2019-01-04,55,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acs.chemmater.8b03620,NaN,NaN,NaN,Cu,Ir,None,None,None,None,None,None,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1149/2.0771915jes,CO 80401 USA,Natl Renewable Energy Lab,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,4.386,2019-12-10,16,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1149/2.0771915jes,NaN,NaN,NaN,Ir,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/acs.jpcc.8b07607,Peoples R China,Fuzhou Univ,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,2019-01-04,6,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acs.jpcc.8b07607,NaN,NaN,NaN,As,I,O,Sn,Ti,None,None,None,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/bkcs.12382,South Korea,Ewha Womans Univ,BULLETIN OF THE KOREAN CHEMICAL SOCIETY,1.241,2021-09-07,5,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/bkcs.12382,NaN,NaN,NaN,Co,Ir,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.apcatb.2019.04.083,Peoples R China,Yangzhou Univ,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2019-07-09,78,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apcatb.2019.04.083,NaN,NaN,NaN,Co,Fe,O,S,None,None,None,None,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1038/ncomms10922,South Korea,Korea Adv Inst Sci & Technol,NATURE COMMUNICATIONS,17.694,2016-03-01,516,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1038/ncomms10922,NaN,NaN,NaN,C,O,S,None,None,None,None,None,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/jp5086125,India,Saha Inst Nucl Phys,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,2015-03-11,13,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/jp5086125,NaN,NaN,NaN,Ag,None,None,None,None,None,None,None,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,10.1039/c5cc01685a,India,Cent Salt & Marine Chem Res Inst,CHEMICAL COMMUNICATIONS,6.065,2015-01-01,37,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c5cc01685a,NaN,NaN,NaN,Cd,S,None,None,None,None,None,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,10.1039/d0cy00256a,Peoples R China,Chinese Acad Sci,CATALYSIS SCIENCE & TECHNOLOGY,6.177,2020-05-22,7,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d0cy00256a,NaN,NaN,NaN,Cd,S,None,None,None,None,None,None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.apcata.2020.117952,Peoples R China,92 Weijin Rd,APPLIED CATALYSIS A-GENERAL,5.723,2021-03-21,5,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apcata.2020.117952,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.3390/molecules27051705,Tunisia,Univ Monastir,MOLECULES,4.927,2022-03-24,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.3390/molecules27051705,NaN,NaN,NaN,C,Co,O,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1016/j.jenvman.2005.10.003,Algeria,Univ Blida,JOURNAL OF ENVIRONMENTAL MANAGEMENT,8.91,2006-09-01,56,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jenvman.2005.10.003,NaN,NaN,NaN,Fe,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1007/s12039-019-1716-4,Iran,Sharif Univ Technol,JOURNAL OF CHEMICAL SCIENCES,2.15,2020-02-17,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s12039-019-1716-4,NaN,NaN,NaN,Ag,C,Co,N,Ni,O,None,None,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,10.1016/j.matlet.2019.127087,Russia,Boreskov Inst Catalysis SB RAS,MATERIALS LETTERS,3.574,2020-01-17,8,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.matlet.2019.127087,NaN,NaN,NaN,C,Mg,O,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1205/psep.04028,England,Univ Bradford,PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,7.926,2005-05-01,31,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1205/psep.04028,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.ijhydene.2020.03.192,Peoples R China,Yang En Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2020-06-02,21,NaN,NaN,NaN,"During this process, merely a potential of 1.335 V is needed at 10 mA cm(-2), which can be taken to replace OER, thus reducing overpotential in H-2-production as well as power consumption",No pH key word.10.1016/j.ijhydene.2020.03.192,NaN,NaN,NaN,C,Fe,Ni,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.ijhydene.2020.03.192,Peoples R China,Yang En Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2020-06-02,21,NaN,NaN,NaN,"In addition, NiFe-LDH/MWCNTs/NF also exhibits electro-defense electrocatalytic efficiency to achieve the reaction of hydrogen evolving process, which provides a low overpotential of 98 mV at 10 mA cm(-2)",No pH key word.10.1016/j.ijhydene.2020.03.192,NaN,NaN,NaN,C,Fe,Ni,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.ijhydene.2020.03.192,Peoples R China,Yang En Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2020-06-02,21,NaN,NaN,NaN,"NiFe-LDH/MWCNTs/NF parallel to NiFe-LDH/MWCNTs/NF electrode manages to provide 10 mA cm(-2) at a voltage of merely 1.507 V, 156 mV lower than that of water splitting, which proves its commercial viability in energy-saving hydrogen production",No pH key word.10.1016/j.ijhydene.2020.03.192,NaN,NaN,NaN,C,Fe,Ni,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/cctc.202200199,Taiwan,Natl Cheng Kung Univ,CHEMCATCHEM,5.497,2022-04-28,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/cctc.202200199,NaN,NaN,NaN,C,None,None,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.electacta.2019.135436,Peoples R China,Hebei Univ Sci & Technol,ELECTROCHIMICA ACTA,7.336,2020-01-17,9,36.6,NaN,NaN,"MoS2/CWM 1:1 with the highest nitrogen content (11.1 wt %) shows the lowest overpotential of 56 mV at 10 mA cm(-2), the smallest Tafel slope of 36.6 mV.dec(-1), and the highest exchange current density of 0.35 mA cm(-2) in acidic condition, which are comparable to that of commercial 20% Pt/C","Normal,only acid.",1,1,0,C,Mo,N,S,None,None,None,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,10.1080/19443994.2015.1090920,France,ENSCR,DESALINATION AND WATER TREATMENT,1.273,2016-06-15,4,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1080/19443994.2015.1090920,NaN,NaN,NaN,O,Zn,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1006/jcat.1996.0299,NaN,NaN,JOURNAL OF CATALYSIS,8.047,1996-09-15,249,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1006/jcat.1996.0299,NaN,NaN,NaN,Cl,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1115/1.1351814,Spain,Plataforma Solar Almeria PSA,JOURNAL OF SOLAR ENERGY ENGINEERING-TRANSACTIONS OF THE ASME,2.376,2001-05-01,12,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1115/1.1351814,NaN,NaN,NaN,C,O,Ti,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.ijhydene.2014.07.072,Peoples R China,Inner Mongolia Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2014-10-15,17,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.ijhydene.2014.07.072,NaN,NaN,NaN,Co,O,Ru,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.jclepro.2020.124578,Peoples R China,Shandong Univ,JOURNAL OF CLEANER PRODUCTION,11.072,2021-02-09,13,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.jclepro.2020.124578,NaN,NaN,NaN,B,C,Cu,N,Na,O,P,S,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
0,10.1002/chem.201900351,England,STFC Rutherford Appleton Lab,CHEMISTRY-A EUROPEAN JOURNAL,5.02,2019-06-25,12,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/chem.201900351,NaN,NaN,NaN,C,Pt,None,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1039/c9ta01340g,TX 78712 USA,Univ Texas Austin,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2019-04-24,31,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c9ta01340g,NaN,NaN,NaN,P,None,None,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1063/5.0029923,Peoples R China,Henan Univ,APL MATERIALS,6.635,2021-01-12,7,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1063/5.0029923,NaN,NaN,NaN,N,None,None,None,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.cej.2016.06.100,Peoples R China,Nanyang Normal Univ,CHEMICAL ENGINEERING JOURNAL,16.744,2016-11-15,129,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.cej.2016.06.100,NaN,NaN,NaN,Bi,Br,I,O,None,None,None,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1039/c9ta14133b,Singapore,Nanyang Technol Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2020-04-28,29,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c9ta14133b,NaN,NaN,NaN,C,Co,Fe,Mo,Se,None,None,None,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1039/c6ra22037a,Lithuania,Vilnius Univ,RSC ADVANCES,4.036,2016-01-01,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c6ra22037a,NaN,NaN,NaN,Ce,Cl,N,Na,O,P,V,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1007/s100530050469,France,Univ Aix Marseille 1,EUROPEAN PHYSICAL JOURNAL D,1.611,1999-12-01,25,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s100530050469,NaN,NaN,NaN,C,O,Pd,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1039/c8se00056e,Australia,Monash Univ,SUSTAINABLE ENERGY & FUELS,6.813,2018-10-11,7,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/c8se00056e,NaN,NaN,NaN,O,Ti,None,None,None,None,None,None,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,10.1049/mnl.2018.5170,Iran,Semnan Univ,MICRO & NANO LETTERS,0.98,2019-03-28,9,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1049/mnl.2018.5170,NaN,NaN,NaN,C,Cr,I,N,O,Ti,V,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1038/s41598-018-33674-7,NJ 07102 USA,New Jersey Inst Technol,SCIENTIFIC REPORTS,4.996,2018-10-26,14,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1038/s41598-018-33674-7,NaN,NaN,NaN,Ag,C,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/jp911842t,Japan,Yamaguchi Univ,JOURNAL OF PHYSICAL CHEMISTRY A,2.944,2010-04-22,21,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/jp911842t,NaN,NaN,NaN,C,Cl,O,S,Ti,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,10.1039/d1cy00632k,Peoples R China,Shanghai Univ Engn Sci,CATALYSIS SCIENCE & TECHNOLOGY,6.177,2021-07-10,6,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1039/d1cy00632k,NaN,NaN,NaN,None,None,None,None,None,None,None,None,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,10.1016/j.chemosphere.2020.128358,South Korea,Gyeongsang Natl Univ,CHEMOSPHERE,8.943,2020-12-08,23,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.chemosphere.2020.128358,NaN,NaN,NaN,Pd,None,None,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1016/S1872-2067(19)63501-1,Peoples R China,Jiangnan Univ,CHINESE JOURNAL OF CATALYSIS,12.92,2020-05-27,33,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/S1872-2067(19)63501-1,NaN,NaN,NaN,C,N,None,None,None,None,None,None,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.apcata.2014.11.012,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1016/j.apcata.2014.11.012,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsami.0c20820,Peoples R China,Hebei Univ Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,2021-04-16,39,NaN,NaN,NaN,"Therefore, the heterostructure catalyst exhibits low overpotentials of 195 mV for OER and 165 mV for HER at 10 mA cm(-2), respectively",No pH key word.10.1021/acsami.0c20820,NaN,NaN,NaN,Co,None,None,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,10.1021/acsami.0c20820,Peoples R China,Hebei Univ Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,2021-04-16,39,NaN,NaN,NaN,"Moreover, it only needs 1.6 V to realize water splitting at 10 mA cm(-2) in a two-electrode cell",No pH key word.10.1021/acsami.0c20820,NaN,NaN,NaN,Co,None,None,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
0,10.1021/acs.nanolett.7b02518,Peoples R China,Southeast Univ,NANO LETTERS,12.262,2017-08-01,269,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acs.nanolett.7b02518,NaN,NaN,NaN,B,Ni,None,None,None,None,None,None,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/acs.chemmater.1c02390,Peoples R China,Tianjin Univ,CHEMISTRY OF MATERIALS,10.508,2022-02-19,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1021/acs.chemmater.1c02390,NaN,NaN,NaN,C,None,None,None,None,None,None,None,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.3390/app112411672,Italy,Politecn Milan,APPLIED SCIENCES-BASEL,2.838,2022-01-06,1,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.3390/app112411672,NaN,NaN,NaN,Mn,O,Zn,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1007/s11164-017-2901-z,Iran,Ahvaz Jundishapur Univ Med Sci,RESEARCH ON CHEMICAL INTERMEDIATES,3.134,2017-08-03,17,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1007/s11164-017-2901-z,NaN,NaN,NaN,C,Cu,O,P,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1557/PROC-565-41,Japan,Tonen Corp,NaN,0.0,1999-01-01,5,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1557/PROC-565-41,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1002/adma.201704624,Peoples R China,Univ Sci & Technol China,ADVANCED MATERIALS,32.086,2018-12-28,284,NaN,NaN,NaN,NaN,Error in finding OVP keyword.10.1002/adma.201704624,NaN,NaN,NaN,C,Co,O,None,None,None,None,None,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
