,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Final_FE,Product_Type,Product_Type_Global_Multi,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel
0,10.1016/S1003-9953(07)60044-9,Peoples R China,Tianjin Univ,JOURNAL OF NATURAL GAS CHEMISTRY,2.398,2007-06-01,5,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/S1003-9953(07)60044-9,NaN,NaN,NaN,C,O,Pd,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
0,10.1016/j.cej.2021.129940,Peoples R China,Southeast Univ,CHEMICAL ENGINEERING JOURNAL,16.744,2021-07-09,4,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.cej.2021.129940,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/cjce.5450760223,Japan,Kagoshima Univ,CANADIAN JOURNAL OF CHEMICAL ENGINEERING,2.5,1998-04-01,6,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1002/cjce.5450760223,NaN,NaN,NaN,C,Rh,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,10.1002/chem.201502917,Germany,Leibniz Inst Katalyse eV,CHEMISTRY-A EUROPEAN JOURNAL,5.02,2016-01-06,30,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1002/chem.201502917,NaN,NaN,NaN,C,Pt,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1039/c9nj05865f,India,Univ Kalyani,NEW JOURNAL OF CHEMISTRY,3.925,2020-04-23,15,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1039/c9nj05865f,NaN,NaN,NaN,None,None,None,None,None,None,None,None,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1007/s11426-019-9730-5,Peoples R China,Nanjing Univ,SCIENCE CHINA-CHEMISTRY,10.138,2020-04-28,9,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1007/s11426-019-9730-5,NaN,NaN,NaN,C,Cu,None,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1002/anie.201500570,England,Univ Oxford,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2015-04-20,109,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1002/anie.201500570,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acscatal.1c01344,Japan,Osaka Prefecture Univ,ACS CATALYSIS,13.7,2021-07-16,2,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acscatal.1c01344,NaN,NaN,NaN,C,O,Ru,Sn,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/ja500928h,VA 22904 USA,Univ Virginia,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,2014-04-02,31,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1021/ja500928h,NaN,NaN,NaN,Au,C,O,Ti,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/anie.202110594,Peoples R China,Univ Sci & Technol China,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2021-09-20,9,61.6,None,1,"This catalyst exhibits a high Faradaic efficiency of 61.6 % toward CH4, a partial current density of -16.5 mA cm(-2) at a potential of -1.3 V versus reversible hydrogen electrode","Normal, FE value found.",0,0,0,C,Cu,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2022.121696,Canada,Univ Calgary,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2022-07-22,0,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apcatb.2022.121696,NaN,NaN,NaN,C,Ce,Ni,O,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,10.1021/acs.jpcc.0c00101,WI 53201 USA,Marquette Univ,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,2020-04-28,2,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acs.jpcc.0c00101,NaN,NaN,NaN,C,Co,O,None,None,None,None,None,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1038/s41467-022-28436-z,Peoples R China,Tianjin Univ,NATURE COMMUNICATIONS,17.694,2022-03-02,3,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1038/s41467-022-28436-z,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1016/j.apcatb.2016.12.050,France,Univ Poitiers,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2017-03-22,39,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apcatb.2016.12.050,NaN,NaN,NaN,Ce,Fe,La,Ni,None,None,None,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/chem.201500782,Japan,Kitasato Univ,CHEMISTRY-A EUROPEAN JOURNAL,5.02,2015-07-29,36,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1002/chem.201500782,NaN,NaN,NaN,C,N,O,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.3390/catal9050415,Italy,Univ Cagliari,CATALYSTS,4.501,2019-07-09,15,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.3390/catal9050415,NaN,NaN,NaN,Ce,Ni,O,Zr,None,None,None,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d0cy01219j,Lebanon,Univ Balamand,CATALYSIS SCIENCE & TECHNOLOGY,6.177,2020-11-03,2,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1039/d0cy01219j,NaN,NaN,NaN,C,Ca,Mg,N,O,None,None,None,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,10.1039/c9se00625g,England,Newcastle Univ,SUSTAINABLE ENERGY & FUELS,6.813,2020-01-06,37,80.0,HCOOH,0,An average faradaic efficiency of 80% for formate production was achieved over a wide electrode potential range (-0.63 to -1.43 V vs,"Normal, FE value found.",0,0,0,C,O,Sn,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acs.jpcc.0c10802,Peoples R China,Univ Macau,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,2021-05-10,10,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acs.jpcc.0c10802,NaN,NaN,NaN,Ag,C,Co,Cr,Cu,Fe,Mn,N,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s11814-009-0227-2,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1007/s11814-009-0227-2,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.fuel.2012.12.028,Japan,Toyama Univ,FUEL,8.035,2013-05-22,84,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.fuel.2012.12.028,NaN,NaN,NaN,C,None,None,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/aenm.201600423,Peoples R China,Peking Univ,ADVANCED ENERGY MATERIALS,29.698,2016-09-07,467,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1002/aenm.201600423,NaN,NaN,NaN,C,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1109/IRSEC48032.2019.9078292,Morocco,Univ Mohammed 5,NaN,0.0,2020-09-08,0,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1109/IRSEC48032.2019.9078292,NaN,NaN,NaN,C,Ni,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2022.121661,Peoples R China,Univ Elect Sci & Technol China,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2022-07-31,0,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apcatb.2022.121661,NaN,NaN,NaN,C,O,Pd,Ti,None,None,None,None,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jcou.2016.04.011,MN 55144 USA,3M Co,JOURNAL OF CO2 UTILIZATION,8.321,2016-09-22,65,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jcou.2016.04.011,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.elecom.2013.10.023,Peoples R China,Donghua Univ,ELECTROCHEMISTRY COMMUNICATIONS,5.443,2014-03-26,69,43.0,None,0,"The Faradaic efficiency for HCOO- production is 43%, and the electrode surface remains stable during 19 h of electrolysis - better results than with smooth Cu under identical conditions","Normal, FE value found.",0,0,0,C,Cu,O,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1016/j.scitotenv.2013.05.098,Portugal,Univ Porto,SCIENCE OF THE TOTAL ENVIRONMENT,10.753,2013-10-01,18,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.scitotenv.2013.05.098,NaN,NaN,NaN,Cl,N,O,P,Ti,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acs.joc.8b01094,NY 10019 USA,CUNY,JOURNAL OF ORGANIC CHEMISTRY,4.198,2018-08-17,59,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acs.joc.8b01094,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1021/acsami.1c05586,India,CSIR Indian Inst Petr,ACS APPLIED MATERIALS & INTERFACES,10.383,2021-07-10,9,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acsami.1c05586,NaN,NaN,NaN,C,Ce,Cu,In,O,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.molcata.2006.05.021,Italy,Univ Bari,JOURNAL OF MOLECULAR CATALYSIS A-CHEMICAL,5.008,2006-09-01,257,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.molcata.2006.05.021,NaN,NaN,NaN,C,O,Sn,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/adma.201806254,Peoples R China,Jilin Univ,ADVANCED MATERIALS,32.086,2019-03-29,52,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1002/adma.201806254,NaN,NaN,NaN,Cl,K,Pd,None,None,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.3390/ma15072538,Peoples R China,Wuhan Univ,MATERIALS,3.748,2022-04-17,0,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.3390/ma15072538,NaN,NaN,NaN,C,O,Ti,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1016/j.electacta.2015.04.151,Peoples R China,Chinese Acad Sci,ELECTROCHIMICA ACTA,7.336,2015-07-02,7,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.electacta.2015.04.151,NaN,NaN,NaN,N,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.watres.2007.08.030,TX 77005 USA,Rice Univ,WATER RESEARCH,13.4,2008-02-01,183,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.watres.2007.08.030,NaN,NaN,NaN,N,O,Ti,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.electacta.2016.12.059,Germany,Univ Bayreuth,ELECTROCHIMICA ACTA,7.336,2017-01-10,30,NaN,C2H4,1,"When it was reduced again during the next electrolysis step, Cu+ species remained stable on the surface and let to a higher faradaic efficiency for C2H4 formation and even a lower onset potential for CO2 reduction in general",No FE.value found10.1016/j.electacta.2016.12.059,NaN,NaN,NaN,C,Cu,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1016/j.jcat.2003.07.011,OH 45268 USA,US EPA,JOURNAL OF CATALYSIS,8.047,2004-01-01,107,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jcat.2003.07.011,NaN,NaN,NaN,O,V,None,None,None,None,None,None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,10.1016/S0926-860X(97)00314-1,Romania,Romanian Acad,APPLIED CATALYSIS A-GENERAL,5.723,1998-02-27,0,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/S0926-860X(97)00314-1,NaN,NaN,NaN,C,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/anie.202005248,Canada,Univ British Columbia,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2020-05-27,14,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1002/anie.202005248,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c3ee43982h,NC 27695 USA,N Carolina State Univ,ENERGY & ENVIRONMENTAL SCIENCE,39.714,2014-04-01,181,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1039/c3ee43982h,NaN,NaN,NaN,C,Co,F,O,S,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1016/j.catcom.2015.10.029,Peoples R China,Univ Shanghai Sci & Technol,CATALYSIS COMMUNICATIONS,3.51,2016-01-10,74,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.catcom.2015.10.029,NaN,NaN,NaN,C,Mo,N,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jcat.2016.04.008,Denmark,Tech Univ Denmark,JOURNAL OF CATALYSIS,8.047,2016-11-01,88,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jcat.2016.04.008,NaN,NaN,NaN,Au,C,Cd,O,None,None,None,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1007/s10098-014-0796-6,India,Indian Inst Technol Guwahati,CLEAN TECHNOLOGIES AND ENVIRONMENTAL POLICY,4.7,2015-03-25,7,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1007/s10098-014-0796-6,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1016/S0926-860X(96)00277-3,NaN,NaN,APPLIED CATALYSIS A-GENERAL,5.723,1997-03-13,71,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/S0926-860X(96)00277-3,NaN,NaN,NaN,C,Na,O,Y,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2014.01.019,Australia,Univ Newcastle,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2014-06-25,33,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apcatb.2014.01.019,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.carbon.2017.04.029,Portugal,Univ Aveiro,CARBON,11.307,2017-08-01,10,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.carbon.2017.04.029,NaN,NaN,NaN,C,N,P,None,None,None,None,None,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2018.05.069,Japan,Univ Tokyo,CHEMICAL ENGINEERING JOURNAL,16.744,2018-12-28,11,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.cej.2018.05.069,NaN,NaN,NaN,B,C,Fe,O,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.elecom.2019.106492,Japan,Grad Sch Sci & Technol Innovat,ELECTROCHEMISTRY COMMUNICATIONS,5.443,2019-09-23,8,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.elecom.2019.106492,NaN,NaN,NaN,Mn,Ni,O,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d0cy01757d,Australia,Queensland Univ Technol,CATALYSIS SCIENCE & TECHNOLOGY,6.177,2021-02-26,2,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1039/d0cy01757d,NaN,NaN,NaN,C,Co,Cr,Fe,Mn,Ni,O,None,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1016/j.cplett.2019.136985,MA 01854 USA,Univ Massachusetts Lowell,CHEMICAL PHYSICS LETTERS,2.719,2020-01-27,5,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.cplett.2019.136985,NaN,NaN,NaN,C,Co,O,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acscatal.0c01880,Spain,Univ Barcelona,ACS CATALYSIS,13.7,2020-10-19,17,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acscatal.0c01880,NaN,NaN,NaN,C,Cu,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1016/j.apenergy.2015.07.033,Germany,TU Dortmund Univ,APPLIED ENERGY,11.446,2015-10-07,38,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apenergy.2015.07.033,NaN,NaN,NaN,C,K,O,None,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acs.chemmater.2c00444,Peoples R China,Huazhong Univ Sci & Technol,CHEMISTRY OF MATERIALS,10.508,2022-07-06,0,NaN,None,0,"However, they frequently have a low Faradaic efficiency (FE) and selectivity for a specific single product",No FE.value found10.1021/acs.chemmater.2c00444,NaN,NaN,NaN,C,Cu,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acs.chemmater.2c00444,Peoples R China,Huazhong Univ Sci & Technol,CHEMISTRY OF MATERIALS,10.508,2022-07-06,0,80.0,CO,0,"In comparison with pristine HKUST-1, the FE for CO increases from 20-30% to 70-80% for the ALI-modified HKUST-1 within the tested overpotential range","Normal, FE value found.",0,1,0,C,Cu,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2020.02.221,Japan,Natl Inst Adv Ind Sci & Technol,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2020-04-28,11,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.ijhydene.2020.02.221,NaN,NaN,NaN,C,Ni,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
