,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,Final_FE,Product_Type,Product_Type_Global_Multi,Remark_Sentence,Bug_Note,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel
0,10.1039/c4ra06828a,Peoples R China,Natl Ctr Nanosci & Technol,RSC ADVANCES,4.036,2014-11-28,36,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1039/c4ra06828a,NaN,NaN,NaN,C,O,Sr,Te,Ti,Zn,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.fuel.2015.03.001,Peoples R China,Hunan Univ,FUEL,8.035,2015-08-01,110,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.fuel.2015.03.001,NaN,NaN,NaN,Ce,Hg,N,O,S,Ti,V,W,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/smll.201701724,NaN,NaN,"Small (Weinheim an der Bergstrasse, Germany)",15.153,2017-01-01,0,85.3,HCOOH,0,"The synergistic interaction between cobalt sulfide and cobalt oxide bicatalyst reduces the activation energy to convert CO2 into adsorbed intermediates and hereby enables CRR to run at a low overpotential, with formate as the highly selective main product at a high faraday efficiency of 85.3%","Normal, FE value found.",0,0,0,C,Co,O,Pt,S,None,None,None,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
0,10.1002/cssc.201900152,Peoples R China,Chinese Acad Sci,CHEMSUSCHEM,9.14,2019-08-08,32,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1002/cssc.201900152,NaN,NaN,NaN,C,Mn,N,O,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jechem.2022.02.047,Peoples R China,Hunan Univ,JOURNAL OF ENERGY CHEMISTRY,13.599,2022-06-17,2,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jechem.2022.02.047,NaN,NaN,NaN,F,O,S,Zr,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1002/anie.201914949,Peoples R China,Soochow Univ,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2020-02-03,161,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1002/anie.201914949,NaN,NaN,NaN,Bi,Br,C,N,O,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsenergylett.6b00134,CA 91125 USA,CALTECH,ACS ENERGY LETTERS,23.991,2017-01-04,16,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acsenergylett.6b00134,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d1sc02550c,Japan,Osaka Univ,CHEMICAL SCIENCE,9.969,2021-07-13,12,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1039/d1sc02550c,NaN,NaN,NaN,C,Mo,O,Pt,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.fuel.2016.05.073,France,Univ Paris 06,FUEL,8.035,2016-10-15,126,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.fuel.2016.05.073,NaN,NaN,NaN,C,La,Ni,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.psep.2022.04.019,Brazil,Francisco Getulio Vargas St 1130,PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,7.926,2022-06-10,0,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.psep.2022.04.019,NaN,NaN,NaN,C,Fe,K,O,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c7nj01022b,India,Jain Univ,NEW JOURNAL OF CHEMISTRY,3.925,2017-05-21,19,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1039/c7nj01022b,NaN,NaN,NaN,Al,C,O,Ti,V,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsenergylett.7b00047,Canada,Univ Manitoba,ACS ENERGY LETTERS,23.991,2017-03-01,37,NaN,Init,1,"Here, we use bulk electrolysis to show that 1,2- and 1,4-DHPs (1,2dihydrophenanthridine and 9,10-dihydroacridine) can mediate the substoichiometric electrochemical reduction of CO2 to methanol and formate with Faradaic efficiencies similar to those of the corresponding ANHs at Pt electrodes",No FE.value found10.1021/acsenergylett.7b00047,NaN,NaN,NaN,C,N,O,Pt,None,None,None,None,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.3390/catal9090773,DE 19716 USA,Univ Delaware,CATALYSTS,4.501,2019-10-22,16,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.3390/catal9090773,NaN,NaN,NaN,C,Fe,O,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/0926-3373(94)00045-X,"BULGARIAN ACAD SCI,INST GEN & INORGAN CHEM,BU-1040 SOFIA,BULGARIA","BULGARIAN ACAD SCI,INST GEN & INORGAN CHEM,BU-1040 SOFIA,BULGARIA",APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,1995-02-11,7,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/0926-3373(94)00045-X,NaN,NaN,NaN,B,N,O,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1038/s41467-020-16847-9,Peoples R China,Chinese Acad Sci,NATURE COMMUNICATIONS,17.694,2020-08-26,138,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1038/s41467-020-16847-9,NaN,NaN,NaN,Au,C,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1016/j.cattod.2013.12.006,Qatar,Qatar Univ,CATALYSIS TODAY,6.562,2014-04-01,449,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.cattod.2013.12.006,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jclepro.2021.129728,Turkey,Ege Univ,JOURNAL OF CLEANER PRODUCTION,11.072,2021-12-20,0,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jclepro.2021.129728,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/0926-860X(95)00207-3,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/0926-860X(95)00207-3,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/jacs.7b13077,Sweden,Uppsala Univ,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,2018-12-28,82,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1021/jacs.7b13077,NaN,NaN,NaN,F,N,None,None,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/sstr.202100134,Peoples R China,Chinese Acad Sci,SMALL STRUCTURES,11.343,2021-10-22,4,100.0,HCOOH,1,"Simultaneously, formate can also be produced with the Faradaic efficiencies approaching to 100%","Normal, FE value found.",0,0,0,C,Co,Ni,O,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1142/S0218625X12300018,KS 66045 USA,Univ Kansas,SURFACE REVIEW AND LETTERS,1.24,2012-02-01,4,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1142/S0218625X12300018,NaN,NaN,NaN,C,N,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1134/S1027451020030180,Russia,Southern Fed Univ,JOURNAL OF SURFACE INVESTIGATION,0.08,2020-07-22,0,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1134/S1027451020030180,NaN,NaN,NaN,C,O,None,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apsusc.2020.148686,Peoples R China,Jiangxi Normal Univ,APPLIED SURFACE SCIENCE,7.392,2021-02-09,8,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apsusc.2020.148686,NaN,NaN,NaN,C,In,Mg,S,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acs.jpcc.8b08423,NY 14853 USA,Cornell Univ,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,2018-12-04,4,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acs.jpcc.8b08423,NaN,NaN,NaN,C,O,Ti,None,None,None,None,None,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jorganchem.2021.121842,India,Cotton Univ,JOURNAL OF ORGANOMETALLIC CHEMISTRY,2.345,2021-06-01,0,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jorganchem.2021.121842,NaN,NaN,NaN,C,N,O,P,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/S1003-9953(10)60212-5,Peoples R China,S China Univ Technol,JOURNAL OF NATURAL GAS CHEMISTRY,2.398,2011-07-01,112,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/S1003-9953(10)60212-5,NaN,NaN,NaN,Bi,C,Cd,O,S,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,10.1039/c8cy00468d,Peoples R China,Univ Sci & Technol China,CATALYSIS SCIENCE & TECHNOLOGY,6.177,2018-12-28,65,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1039/c8cy00468d,NaN,NaN,NaN,C,Ni,O,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2014.07.087,India,Bhabha Atom Res Ctr,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,2014-10-15,13,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.ijhydene.2014.07.087,NaN,NaN,NaN,Pt,None,None,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d0cy00858c,Japan,Kyoto Univ,CATALYSIS SCIENCE & TECHNOLOGY,6.177,2020-09-17,18,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1039/d0cy00858c,NaN,NaN,NaN,Rh,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acs.inorgchem.0c01611,Peoples R China,Dezhou Univ,INORGANIC CHEMISTRY,5.436,2020-09-09,7,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acs.inorgchem.0c01611,NaN,NaN,NaN,Co,None,None,None,None,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,10.1002/jctb.4499,Peoples R China,Univ Sci & Technol Beijing,JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY,3.709,2015-10-01,10,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1002/jctb.4499,NaN,NaN,NaN,O,S,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jechem.2020.06.023,Peoples R China,Xiamen Univ,JOURNAL OF ENERGY CHEMISTRY,13.599,2021-01-26,14,87.0,HCOOH,0,"The formation rate and Faradaic efficiency of formate over the Ni@In/SiNWs catalyst reach 58 mu mol h(-1) cm(-2) and 87% under the irradiation of one simulated sunlight (AM 1.5G, 100 mW cm(-2)), respectively, which are about 24 and 12 times those over the pristine SiNWs","Normal, FE value found.",0,0,0,C,In,Ni,O,None,None,None,None,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/anie.202200552,Peoples R China,Huazhong Univ Sci & Technol HUST,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2022-04-02,0,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1002/anie.202200552,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,10.1039/d1ta08347c,NaN,NaN,NaN,0.0,NaN,0,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1039/d1ta08347c,NaN,NaN,NaN,None,None,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cattod.2009.09.011,Peoples R China,Sichuan Univ,CATALYSIS TODAY,6.562,2009-11-30,64,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.cattod.2009.09.011,NaN,NaN,NaN,Al,C,Ni,O,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apsusc.2022.152618,Peoples R China,Hunan Univ Sci & Technol,APPLIED SURFACE SCIENCE,7.392,2022-04-06,0,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.apsusc.2022.152618,NaN,NaN,NaN,B,C,N,O,S,Sn,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.5562/cca3614,Saudi Arabia,Univ Hail,CROATICA CHEMICA ACTA,0.659,2020-12-04,1,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.5562/cca3614,NaN,NaN,NaN,C,F,Mn,O,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1007/s11581-022-04723-z,Peoples R China,Harbin Inst Technol,IONICS,2.961,2022-08-26,0,46.0,C2H4,0,The faradaic efficiency (FE) of the pre-CuZn-CuNW for C2H4 can be maintained over 46% for 24 h during carbon dioxide reduction reaction,"Normal, FE value found.",0,0,0,C,Cu,Zn,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1021/acs.organomet.0c00710,Italy,Consiglio Nazl Ric CNR,ORGANOMETALLICS,3.837,2021-06-10,13,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1021/acs.organomet.0c00710,NaN,NaN,NaN,C,Li,O,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.jcou.2021.101844,Peoples R China,Shanghai Jiao Tong Univ,JOURNAL OF CO2 UTILIZATION,8.321,2022-01-13,7,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.jcou.2021.101844,NaN,NaN,NaN,C,In,O,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/cctc.201800327,Peoples R China,Nanjing Univ,CHEMCATCHEM,5.497,2018-12-28,12,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1002/cctc.201800327,NaN,NaN,NaN,C,Co,O,Si,None,None,None,None,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/jacs.2c02594,Peoples R China,Univ Sci & Technol China,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,2022-06-26,3,85.1,None,0,"As a result, the anti-swelling AEI-modified oxide-derived Cu nanosheets achieved a C2+ Faradaic efficiency of 85.1% at a current density up to 800 mA cm(-2) with a half-cell power conversion efficiency exceeding 50%, outperforming most reported powder catalysts.","Normal, FE value found.",0,1,0,C,Cu,O,None,None,None,None,None,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1039/c5ra04227e,Peoples R China,Natl Ctr Nanosci & Technol,RSC ADVANCES,4.036,2015-01-01,89,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1039/c5ra04227e,NaN,NaN,NaN,C,N,None,None,None,None,None,None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/d1ta10163c,Peoples R China,Jilin Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,2022-02-07,0,92.8,CO,0,"Associated with hierarchical nanoporous Cu architecture to offer a high specific surface area for full use of electroactive sites and facilitate electron and mass transports along interconnective Cu ligaments and interpenetrative nanopores, nanoporous Cu11In9/Cu hybrid electrodes exhibit exceptional electrocatalysis for CO product, with a high partial current density of 12.6 mA cm(geo)(-2) and high faradaic efficiency of 92.8%, as well as excellent stability for more than 240 h at an overpotential of 0.49 V","Normal, FE value found.",0,0,0,Ag,Au,C,Cu,In,O,None,None,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1002/anie.201404953,Japan,Environm Remediat Mat Unit,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,2014-10-20,306,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1002/anie.201404953,NaN,NaN,NaN,C,O,None,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.molcata.2006.06.021,Peoples R China,Nankai Univ,JOURNAL OF MOLECULAR CATALYSIS A-CHEMICAL,5.008,2006-11-15,71,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.molcata.2006.06.021,NaN,NaN,NaN,Au,O,Sn,None,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acscatal.1c03629,Czech Republic,Univ Chem & Technol Prague,ACS CATALYSIS,13.7,2022-01-23,2,67.0,CH3COOH,1,"It is noteworthy to mention that as the applied potential increased (>-1.2 V vs RHE), propanal (C3H6O, FE > 35%) and surprisingly ethyl acetate (C4H8O2 , FE > 67%) have been detected","Normal, FE value found.",0,1,1,C,Cu,N,O,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,10.1016/j.electacta.2017.01.039,South Korea,Korea Inst Sci & Technol,ELECTROCHIMICA ACTA,7.336,2017-02-10,18,NaN,NaN,NaN,NaN,Error in finding FE keyword.10.1016/j.electacta.2017.01.039,NaN,NaN,NaN,Am,Ni,O,Pt,None,None,None,None,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1002/celc.201900752,Switzerland,Univ Bern,CHEMELECTROCHEM,4.782,2019-08-02,12,80.0,HCOOH,0,A faradaic efficiency (FE) up to FEformate approximate to 80 % can be achieved at -0.3 V vs,"Normal, FE value found.",0,0,0,C,Cu,O,Pd,None,None,None,None,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,10.1002/celc.201900752,Switzerland,Univ Bern,CHEMELECTROCHEM,4.782,2019-08-02,12,86.0,Init,0,"At medium overpotentials, the product selectivity changes from selective formate to predominant CO formation with a maximum faradaic efficiency of FECO=86 %","Normal, FE value found.",0,0,0,C,Cu,O,Pd,None,None,None,None,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,10.1002/celc.201900752,Switzerland,Univ Bern,CHEMELECTROCHEM,4.782,2019-08-02,12,85.0,Init,0,"Extended CO2 electrolyses demonstrate, for both formate and CO production, superior degradation stability, for example, FECO remains at 85 %+/- 5 % for the duration of 20 h","Normal, FE value found.",1,1,0,C,Cu,O,Pd,None,None,None,None,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
0,10.1016/j.jcou.2021.101846,Peoples R China,South China Univ Technol,JOURNAL OF CO2 UTILIZATION,8.321,2022-05-20,1,34.1,None,0,"In 1 M KOH solution, the Faradaic efficiency of two-carbon products is 34.1 % at -0.8 V vs","Normal, FE value found.",0,0,0,C,Cu,O,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
