TEST,DOI,Country,Facility,Journal_Name,IF,Indexed_Date,Cited_Time,HWP,Remark_Sentence,Bug_Note,PH,Irregular_Abnormal_Value,Irregular_Multiple_Value,Irregular_Multiple_Keywords,Element_1,Element_2,Element_3,Element_4,Element_5,Element_6,Element_7,Element_8,Judge_Nanoparticles,Judge_3D,Judge_2D,Judge_1D,Judge_Urchin,Judge_SAC,Judge_QD,Judge_Hollow,Judge_Core_Shell,Judge_Template,Judge_alloy,Judge_Functionalized,Judge_heterostructures,Judge_Polymer_Complex_Chelate,Judge_Biomass_Slag,Judge_MOF,Judge_COF,Judge_Conductive_Polymer,Judge_Polymetal,Judge_Hydroxide_Oxyhydroxide,Judge_oxalate,Judge_Spinel,Judge_Perovskite,Judge_Pyrochlore,Judge_Prussian_Blue,Judge_Amorphous,Judge_Ultrasound,Judge_Plasma,Judge_Graphdiyne,Judge_Graphene,Judge_c3n4,Judge_MXene,Judge_CNT,Judge_IL,Judge_Organic_Inorganic,Judge_Steel,Judge_Carbon_Cloth,Judge_Film,Judge_Molten,Judge_Co_Precipitation,Judge_Electrospin,Judge_Hydrothermal,Judge_Microwave,Judge_Spray,Judge_Phys_Chem_Deposition,Judge_Light_Deposition,Judge_Electrochemical_Deposition,Judge_Electrochemical_Corrosion,Judge_Etching,Judge_Sol_Gel,Warning_Onset
0,10.1021/ja504696r,Peoples R China,Univ Sci & Technol China,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,8/6/2014,803,0.809,"The catalyst pyrolyzed at 800 degrees C (Fe-N/C-800) shows the highest ORR activity with onset and half-wave potentials of 923 and 809 mV in 0.1 M KOH, respectively, which are comparable to those of Pt/C (half-wave potential 818 mV vs RHE) at the same catalyst loading","Normal,only alkaline.",13,1,0,0,N,C,Fe,None,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c7ra09517a,Peoples R China,Chinese Acad Sci,RSC ADVANCES,4.036,1/8/2018,8,0.865,"The onset potential (Eonset) and half-wave potential (E-1/2) of FeCo/NPC (900) were 0.934 V and 0.865 V, respectively, comparable to the best values of NNMEs reported so far in ORR tests under alkaline conditions","Normal,only alkaline.",13,0,1,0,C,Co,Fe,Mg,O,None,None,None,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.apsusc.2022.153022,Peoples R China,Taiyuan Univ Technol,APPLIED SURFACE SCIENCE,7.392,4/28/2022,3,0.88,"In alkaline media, an onset potential (E-0) and half-wave potential (E-1/2) of 0.98 V and 0.88 V (RHE) have been achieved, respectively","Normal,only alkaline.",13,0,1,0,C,Cu,N,O,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1039/d2ta00546h,India,CSIR,JOURNAL OF MATERIALS CHEMISTRY A,14.511,4/20/2022,0,0.72,"AlOOH/NGr consisting of thin layered pseudo-boehmite sheets uniformly distributed over NGr has displayed an oxygen reduction reaction onset potential of 0.83 V and a half-wave potential of 0.72 V, along with good catalytic durability in alkaline medium","Normal,only alkaline.",13,0,1,0,Al,C,N,O,None,None,None,None,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
0,10.1002/celc.201901167,Peoples R China,Inner Mongolia Univ,CHEMELECTROCHEM,4.782,9/23/2019,10,0.862,"Consequently, the Fe-N/C-CeO2 (1 %) catalyst delivers prominent ORR performance with a half-wave potential of 0.862 V and a diffusion limiting current density of 5.51 mA cm(-2) in 0.1 M KOH, which is superior than that of the Fe-N/C catalyst, and even comparable to that of commercial Pt/C catalyst","Normal,only alkaline.",13,0,0,0,Ce,O,Fe,N,C,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1016/j.apcatb.2022.121768,Peoples R China,Chinese Acad Sci,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,8/25/2022,0,0.94,"Benefiting from the ultra-high site density and utilization of Fe-N(4 )moieties, the optimized FeSA-N/Cs-OAc catalyst demonstrates excellent ORR activities marked by extraordinarily high half-wave potentials (E-1/2) of 0.94 V and 0.82 V in alkaline and acidic electrolytes","Normal,acid and alkaline.",13,0,0,0,C,Fe,N,None,None,None,None,None,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acscatal.1c04550,Peoples R China,Xi An Jiao Tong Univ,ACS CATALYSIS,13.7,3/2/2022,20,0.877,The atomically dispersed FeCo-NC catalyst shows excellent bifunctional catalytic activity in alkaline media for the ORR (E-1/2 = 0.877 V) and the OER (E-j=10 = 1.579 V),"Normal,only alkaline.",13,1,1,0,Co,Fe,N,C,None,None,None,None,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acsami.8b00512,Peoples R China,Beijing Key Lab Electrochem Proc & Technol Mat,ACS APPLIED MATERIALS & INTERFACES,10.383,12/28/2018,73,0.875,"The optimized Fe,Co,N-CNP(0.3) (Fe/Co molar ratio of 0.3 in Fe,Co-ZIF) electrocatalyst exhibited a highly promising activity for oxygen reduction reaction (ORR) with a positive half-wave potential (E-1/2) of 0.875 V (29 mV higher than that of the commercial Pt/C), excellent methanol tolerance, and electrochemical stability in the alkaline electrolyte","Normal,only alkaline.",13,0,0,0,C,Co,Fe,N,None,None,None,None,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1149/2.1131810jes,Peoples R China,East China Normal Univ,JOURNAL OF THE ELECTROCHEMICAL SOCIETY,4.386,8/22/2018,3,0.85,"In particular, the ORR half-wave potential over Co-Cu-N-S-C-900 reached 0.85 V in 0.1 M KOH, 10 mV higher than Pt/C (20 wt%) electro-catalysts","Normal,only alkaline.",13,0,0,0,C,Cu,Co,N,S,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.20964/2020.09.59,Peoples R China,Harbin Inst Technol,INTERNATIONAL JOURNAL OF ELECTROCHEMICAL SCIENCE,1.541,10/2/2020,1,0.833,"Ag/LSM/CFC exhibited a high half-wave potential of 0.833 V, a small Tafel slope of 48.81 mV.dec(-1) and a large electrochemical surface area (C-dl=82.16 mF.cm(-2)) in 0.1 M KOH solution at room temperature","Normal,only alkaline.",13,0,0,0,Ag,La,Sr,Mn,O,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1039/c9dt03085a,Peoples R China,East China Normal Univ,DALTON TRANSACTIONS,4.569,10/21/2019,3,0.86,"Its half-wave potential reached 0.86 V in 0.1 M KOH, with a very low yield of HO2- (4.02%) and better durability","Normal,only alkaline.",13,0,0,0,Mn,O,S,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
0,10.1016/j.carbon.2019.01.106,Peoples R China,Yanshan Univ,CARBON,11.307,5/15/2019,24,0.83,"The material presents a 3D interconnected hierarchical porous structure and an excellent ORR catalytic activity (E-1/2 = 0.83 V), along with a high stability (6% loss of current density after 10,000 s) in alkaline media","Normal,only alkaline.",13,1,1,0,C,N,None,None,None,None,None,None,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1016/j.ensm.2019.04.036,Singapore,Natl Univ Singapore,ENERGY STORAGE MATERIALS,20.831,11/22/2019,32,0.84,"Herein, we present an advanced electrode by directly depositing Fe-doped Co3O4 nanowires on nitrogen-doped carbon foams (Fe-Co3O4 NWs@NCFs) with superior bifunctional catalytic performance (E-j=10 (OER) - E-1/2 (ORR) = 0.61 V) in an alkaline medium","Normal,only alkaline.",13,0,0,0,C,Co,Fe,N,O,None,None,None,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,10.1038/s41598-018-19347-5,Peoples R China,Shihezi Univ,SCIENTIFIC REPORTS,4.996,12/28/2018,35,0.9,The obtained Co3O4/N-CP-900 catalyst shows efficient ORR electrocatalytic performances in an alkaline medium with a positive onset and half-wave potentials of 0.97 and 0.90 V (vs,"Normal,only alkaline.",13,0,1,0,C,Co,O,N,None,None,None,None,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1002/adsu.202000115,Peoples R China,Chinese Acad Sci,ADVANCED SUSTAINABLE SYSTEMS,6.737,6/19/2020,18,0.87,"As a result, the catalyst displays ultrahigh ORR activity, with a half-wave potential of 0.87 V versus reversible hydrogen electrode in 0.1 m KOH electrolyte","Normal,only alkaline.",13,0,0,0,C,N,Fe,Ni,None,None,None,None,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c7ta01896g,Peoples R China,Chinese Acad Sci,JOURNAL OF MATERIALS CHEMISTRY A,14.511,6/28/2017,41,0.886,"The optimized catalyst exhibits very superior ORR activity with a half-wave potential (E-1/2) of 0.886 V in 0.1 M KOH, 15 mV more positive than that of commercial Pt/C catalysts","Normal,only alkaline.",13,0,0,0,N,C,None,None,None,None,None,None,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2020.08.213,Peoples R China,Zhengzhou Univ Light Ind,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,12/16/2020,7,0.8,"In detail, the Fe/N-C@CNEs exhibit onset potential of 0.99 V (vs RHE) and half-wave potential of 0.80 V (vs RHE) in 0.1 M KOH solution, indicating superior electrochemical activity for oxygen reduction reaction (ORR)","Normal,only alkaline.",13,0,1,0,C,Fe,N,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1002/chem.201806111,Peoples R China,Ocean Univ China,CHEMISTRY-A EUROPEAN JOURNAL,5.02,10/4/2019,32,0.84,"Herein, an economical and easy-to-fabricate catalyst is developed, that is, Fe/Fe3C embedded in N-doped hollow carbon spheres (Fe/Fe3C/NHCS), which gave the half-wave potential of 0.84V in 0.1m KOH, similar to the commercial Pt/C catalyst","Normal,only alkaline.",13,0,0,0,C,Fe,N,None,None,None,None,None,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1002/celc.201900716,Peoples R China,Anhui Univ,CHEMELECTROCHEM,4.782,8/2/2019,5,0.79,"In alkaline media, the typical product (Fe/Fe2.5C/Fe3N/N-CNT-30) showed an good onset potential (E-onset=0.93 V vs RHE), half-wave potential (E-1/2=0.79 V vs RHE), and current density (J=6.62 mA cm(-2) at 0.2 V vs RHE), especially compared to the commercial 20 % Pt/C catalyst (0.95 V, 0.82 V, 5.61 mA cm(-2), respectively)","Normal,only alkaline.",13,1,1,0,C,Fe,N,None,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,10.1016/j.jallcom.2022.165060,Peoples R China,Xinjiang Univ,JOURNAL OF ALLOYS AND COMPOUNDS,6.371,6/9/2022,1,0.81,"In alkaline conditions, the half-wave potential E-1/2 = 0.81 V, initial potential E-onset = 0.89 V, and limiting current density even reaching 7.4 mA cm(-2)","Normal,only alkaline.",13,0,1,0,C,Co,N,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1007/s40843-019-1224-5,Peoples R China,Beijing Univ Chem Technol,SCIENCE CHINA-MATERIALS,8.64,3/26/2020,19,0.91,"The as-obtained BF-N-950 catalyst shows prominent ORR catalytic activities in both acidic and alkaline electrolytes with a half-wave potential reaching 0.77 and 0.91 V, respectively","Normal,acid and alkaline.",13,0,0,0,C,N,None,None,None,None,None,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,10.1021/acsami.9b10149,Peoples R China,Inner Mongolia Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,11/8/2019,22,0.8,"The onset potential and the half-wave potential in 0.1 M KOH solution for ORR are 0.88 and 0.80 V, respectively","Normal,only alkaline.",13,0,1,0,Co,Cu,S,O,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1007/s11051-022-05409-3,Peoples R China,Shanghai Univ Elect Power,JOURNAL OF NANOPARTICLE RESEARCH,2.533,5/16/2022,0,0.87,The material shows impressive ORR performance with a positive half-wave potential of 0.87 V and a superior limiting current density of 6.88 mA cm(-2) outperforming commercial Pt/C in alkaline solution,"Normal,only alkaline.",13,0,0,0,B,C,Co,N,None,None,None,None,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,10.1016/j.electacta.2020.136120,Peoples R China,Shaanxi Normal Univ,ELECTROCHIMICA ACTA,7.336,5/27/2020,5,0.78,Such CNF/T4/T3 composite catalysts exhibited an improved electrochemical performance with onset and half-wave potential of 0.91 V and 0.78 V respectively in alkaline solution,"Normal,only alkaline.",13,0,1,0,C,Ti,O,None,None,None,None,None,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
0,10.1039/c9cc07772c,Peoples R China,Univ Sci & Technol Beijing,CHEMICAL COMMUNICATIONS,6.065,1/30/2020,29,0.902,"The optimized catalyst, Fe-g-C3N4/HPNCP-0.8, showed excellent electrocatalytic activity for the oxygen reduction reaction under alkaline conditions with a half-wave potential of 0.902 V, significantly outperforming commercial Pt/C, as well as high durability","Normal,only alkaline.",13,1,1,0,C,Fe,N,None,None,None,None,None,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1021/acssuschemeng.9b06934,Peoples R China,Qingdao Univ Sci & Technol,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,3/23/2020,21,0.846,"The catalyst prepared under optimal temperature exhibits excellent ORR performance with an E-onset of 0.032 V and an E-1/2 of -0.086 V (vs Ag/AgCl) in 0.1 M KOH solution, which is very close to that of commercial 20% Pt/C, and it also shows better ORR performance in 0.5 M H2SO4 solution","Normal,acid and alkaline.",13,1,0,0,C,Co,N,None,None,None,None,None,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1088/1361-6528/abf8db,Peoples R China,Chinese Acad Sci,NANOTECHNOLOGY,3.953,5/11/2021,7,0.88,"Benefiting from the advanced composition, nanoporous structure and surface hydrophilicity to guarantee the sufficient accessible active sites for ORR, the NR-CNT@FeN-PC catalyst under optimized conditions delivers prominent ORR performance with a half-wave potential (0.88 V versus RHE) surpass commercial Pt/C catalyst by 20 mV in alkaline electrolyte","Normal,only alkaline.",13,0,0,0,C,Fe,N,None,None,None,None,None,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.chempr.2018.07.005,Peoples R China,Qingdao Univ,CHEM,25.832,12/28/2018,205,0.85,"This metal-free material exhibited outstanding oxygen reduction reaction (ORR) activity (e.g., half-wave potentials of 0.76 V in 0.5 M H2SO4 and 0.1 M HCIO4 ; 0.85 V in 0.1 M KOH) with good stability and high current density in both acidic and alkaline electrolytes","Normal,acid and alkaline.",13,0,0,1,C,S,N,None,None,None,None,None,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1039/c8ta01078a,Peoples R China,Northeast Normal Univ,JOURNAL OF MATERIALS CHEMISTRY A,14.511,12/28/2018,92,0.77,"Herein, we report the synthesis of an N-enriched hierarchically porous carbon electrocatalyst, which demonstrated excellent overall oxygen electrode activity (Delta E = E-OER,E-10 - E-ORR,E-1/2 of 0.770 V) and impressive durability in 0.1 M KOH","Normal,only alkaline.",13,0,0,0,C,N,None,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apsusc.2019.143818,Peoples R China,Hubei Univ,APPLIED SURFACE SCIENCE,7.392,10/11/2019,23,0.76,"When served as ORR electrocatalyst, low onset potential (0.89 V), high half-wave potential (0.76 V) vs the reversible hydrogen electrode (RHE) and limiting current density (-6.28 mA cm(-2)) were obtained in O-2-saturated 0.1M KOH solution","Normal,only alkaline.",13,0,1,0,C,Co,O,None,None,None,None,None,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1016/j.micromeso.2021.111556,Peoples R China,Tiangong Univ,MICROPOROUS AND MESOPOROUS MATERIALS,5.876,12/1/2021,2,0.862,"With the synergistic effect of these contributions, the NH3-NPCS-900 catalyst exhibit excellent ORR catalytic activity across acidic (E1/2 = 0.615 V) and alkaline solutions (E1/2 = 0.862 V)","Normal,acid and alkaline.",13,0,0,0,C,N,None,None,None,None,None,None,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.matlet.2021.130617,Peoples R China,Beijing Univ Posts & Telecommun,MATERIALS LETTERS,3.574,9/29/2021,0,0.9,"The electrocatalytic activity of FePc/FCNT800 is higher than that of FCNT, FePc/FCNT and commercial Pt/C catalysts, with an Eonset of 1.05 V and E1/2 of 0.9 V in 1.0 M KOH solution","Normal,only alkaline.",13,1,1,0,C,F,Fe,N,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.3390/en15114029,Peoples R China,Chinese Acad Sci,ENERGIES,3.252,6/20/2022,0,0.83,"The optimized catalyst exhibited an onset potential of 0.950 V and a half-wave potential of 0.830 V in alkaline electrolytes, thanks to the improved mass transfer kinetics in a meso-porous structure and enhanced reaction kinetics by confined Fe and Fe3C particles","Normal,only alkaline.",13,0,1,0,C,Fe,N,P,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
0,10.1021/acs.jpcc.0c05144,Peoples R China,Shaanxi Normal Univ,JOURNAL OF PHYSICAL CHEMISTRY C,4.177,8/26/2020,17,0.85,"ORR half-wave potential at 0.85 V versus reversible hydrogen electrode was achieved by using grafted Co corroles with PPh3 axial ligand, which represents the state-of-the-art performance for molecular catalysis under alkaline conditions","Normal,only alkaline.",13,0,0,0,C,Co,N,F,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.cej.2020.127395,Peoples R China,China Univ Petr East China,CHEMICAL ENGINEERING JOURNAL,16.744,5/6/2021,12,0.89,"Depending on highly efficient dispersion of Fe3C and Fe-Nx active species, the resultant Fe/3S/N-C electrocatalyst displays 20 mV higher onset potential (0.99 V) and 50 mV higher half-wave potential (0.89 V) than those of a commercial Pt/C catalyst in an alkaline medium","Normal,only alkaline.",13,0,1,0,C,Fe,N,S,None,None,None,None,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1039/d1qm01256h,Peoples R China,Northeast Elect Power Univ,MATERIALS CHEMISTRY FRONTIERS,8.683,12/1/2021,0,0.92,"Electrochemical measurements show that the prepared FeCo-NC is an excellent electrocatalyst for alkaline oxygen reduction reaction (ORR), rendering superior onset and half-wave potentials of 1.05 and 0.92 V, respectively","Normal,only alkaline.",13,1,1,0,Fe,Co,N,C,None,None,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.ijhydene.2019.10.066,Peoples R China,Dalian Maritime Univ,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,12/31/2019,7,0.89,"In O-2 saturated 0.1 M KOH solution, C-700's oneset potential, limit current density and half-wave potential, which were 0.89 V, 5.59 mA/cm(2)@0.45 V and 0.71 V, respectively, were close to that of commercial 20% Pt/C catalyst","Normal,only alkaline.",13,1,1,0,C,Zn,O,None,None,None,None,None,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.carbon.2022.06.015,Peoples R China,Qingdao Univ Sci & Technol,CARBON,11.307,7/8/2022,0,0.86,"RHE) in 0.1 M KOH solution, outperforming benchmark Pt/C (E-onset = 1.01 V, E-1/2 = 0.86 V)","Normal,only alkaline.",13,1,1,0,C,Fe,S,N,None,None,None,None,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,10.1021/acscatal.5b02325,UT 84322 USA,Utah State Univ,ACS CATALYSIS,13.7,12/1/2015,373,0.871,"The optimal Co-N-C exhibited remarkable ORR activity with a half-wave potential of 0.871 V versus the reversible hydrogen electrode (RHE) (30 mV more positive than that of commercial 20 wt % Pt/C) and a kinetic current density of 39.3 mA cm(-2) at 0.80 V versus RHE (3.1 times that of Pt/C) in 0.1 M KOH, and excellent stability and methanol tolerance","Normal,only alkaline.",13,0,1,0,Co,C,N,None,None,None,None,None,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10.1016/j.apenergy.2016.03.065,Peoples R China,Donghua Univ,APPLIED ENERGY,11.446,8/1/2016,52,0.86,"In particular, N/S-Fe-HPC shows superior catalytic ORR performance compared to commercially available 20% Pt/C in alkaline medium reflected by the onset potential of 0.98 V and half-wave potential of 0.86 V, and comparable ORR activity in acidic media with the onset potential of 0.84 V and half-wave potential of 0.73 V","Normal,acid and alkaline.",13,0,1,0,C,Fe,N,S,None,None,None,None,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
0,10.1007/s10853-019-03743-x,Peoples R China,Harbin Inst Technol,JOURNAL OF MATERIALS SCIENCE,4.682,10/4/2019,11,0.883,"The codoped 3DGFs exhibit outstanding electrocatalytic performance toward ORR with onset potential of 1.01 V, half-wave potential of 0.883 V, long-term operation stability with 90% current retention after 50 h, and a good methanol tolerance in alkaline solutions, which are superior to 20 wt% Pt/C catalyst and other reported advanced metal-free catalysts","Normal,only alkaline.",13,1,1,0,C,O,N,None,None,None,None,None,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,10.1016/j.jpowsour.2018.11.024,Peoples R China,Fuzhou Univ,JOURNAL OF POWER SOURCES,9.794,2/5/2019,75,0.85,"The electrochemistry tests demonstrate an excellent ORR performance of the prepared Fe-N-x-C catalyst with a half-wave potential of 0.85 V and a limited current density of 6.5 mA/cm(2) in alkaline medium, outperforming the commercial Pt-C and most of previously reported Fe-N-x-C catalysts","Normal,only alkaline.",13,0,0,0,Fe,N,C,None,None,None,None,None,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
